Smell_Source	Smell_Word	Quality	Sentence	Year	Book
incense|myrrh|cassia|cups of	perfumes		perfumes , incense , myrrh , and cassia , cups of oil and , lastly , that the wretched guests might indeed feel the cold breath of death , urns and tear - bottles .	1888	bl55796
rosewater rosewater|frankincense	perfume		The long procession of Jikees chanting the Koran , with Turkish soldiers carrying rosewater rosewater and frankincense to perfume the last resting - place of the deceased , followed by shrieking female mourners rending the air with their piercing cries , and ladies mounted on high - saddled asses , preceded and followed the bier , which was carried by relations ancl 188 ZORAH .	1886	bl55811
CHILD|LOVE|of incense|mists	odour		16 CHILD - LOVE Far up the sides were melted into gloom , The hand of man became invisible ; The piles of darkness were transfigured , turned To monuments of incense , odour - mists , A vision of the prayers of centuries Prayed in a moment .	1888	bl55815
paradise|incense|copal	smelling|smelling	sweet|smelling|smelling	* And what can be more beautiful than the prayer addressed to Tlaloc : O Lord , liberal giver of all things , Lord of freshness and verdure , Lord of sweet - smelling paradise , Lord of incense and copal .	1887	bl55890
tobacco - smoke|the familiar incense|incense|incense incense	smell|incense|incense|incense	incense|incense|incense	31 of the beauty and vacuity of their world : and how dismally narrow that world was , she felt with renewed astonishment at every dive out of her gold - fish pool into the world of tides below ; so that she was ready to scorn the cultivation of the graces , and had , when not submitting to the smell , fanciful fits of a liking for tobacco - smoke — the familiar incense incense of those homes where speech was wine .	1881	bl55893
of incense	odour		163 The church os Hagenau , that night , Was full of people , full of light ; An odour of incense filled the air , The priest intoned , the organ groaned Its inarticulate despair ; The candles on the altar blazed , And full in front of it upraised The red cross stood against the glare .	1880	bl55896
the lingering|lingering incense	scent	lingering|lingering	319 To people accustomed from childhood to Catholic chapels , the scent of the lingering incense seems to be the breath of the prayers and hymns of the pious who have lingered here generation after generation on their way from the streets and the sunshine outside , to the quiet churchyard across the field .	1885	bl55910
of incense	smell		' I cannot stand it — the smell of incense always disagrees disagrees with me .	1885	bl55910
incense|incense	perfume|incense|incense	wonderful	Susy lingered for an instant , she had almost forgotten that such happiness was possible a moment , such a spring - tide ; the whole air was full of a wonderful perfume , the very branches of the trees all seemed to be singing and flinging their incense upon the air .	1885	bl55910
fish|by burning incense	odour|fragrance		How great a revulsion of feeling ! An edifice dedicated to the Patron Saint of fishermen , fishermen , sufficiently important at one time to have given rise to the name of the town , becomes utilised as a store for pilchards ; its walls impregnated with salt and oil , and an ancient fish - like odour pervades the shrine , which probably once was redolent with the fragrance diffused by burning incense , whilst the saintly effigy itself is consigned consigned to the mire , and relegated to the society of pigs — not such a very incongruous circumstance this last though after all , for St .	1880	bl55928
incense|incense|a fragrant|fragrant|fragrant orange - tree|the sparkling drops of a neighbouring fountain	incense|incense|fragrant|fragrant|fragrant	rich|fragrant|fragrant|fragrant	I do not for a moment dispute the very great superiority in comfort of the latter , by which I would be understood to mean all those resemblances to one ' s own home which an English hotel so eminently possesses , and every other one so markedly wants ; but I mean that in contrivances to elevate the spirit , cheer the jaded and tired wayfarer by objects which , however they may appeal to the mere senses , seem , at least , but little sensual , give me a foreign inn ; let me have a large spacious saloon , with its lofty walls and its airy , large - paned windows ( I shall not object if the cornices aud mouldings be gilded , because such is usually the case ) — let the sun and heat of a summer ' s day come tempered through the deep lattices of a well - fitting ' jalousie , ' bearing upon them the rich incense of a fragrant orange - tree in blossom — and the sparkling drops of a neighbouring fountain , the gentle plash of which is faintly audible amid the hum of the drone - bee — let such be the ' agremens ' without — while within , let the more substantial joys of the table await , in such guise as only a French cuisine can present them — give me these , I say , and I shall never sigh for the far - famed and long - deplored comforts comforts of a box in a coffee - room , like a pew in a parish church , though certainly not so well cushioned , and fully as dull , with a hot waiter and a cold beefsteak — the only thing higher than your game being your bill , and the only thing less drinkable than your port being the porter .	1884	bl55934
screens|incense	fragrant|fragrant	fragrant|fragrant	Into these marble halls of night had been gathered all that pertains to luxurious living , not only magnificent decorations andhousehold furniture ) but statues single and in groups , embossed tablets , mosaics , self - luminous pictures , screens , and altars burning with fragrant incense .	1886	bl51005
of flowers|burning incense	perfume		13 the palace all sounds were muffled and all lights subdued , perfume of flowers and burning incense mingled like love whispers in the soft airs that were permitted to stray through the luxurious chamber which welcomed to wealth and homage the royal maiden .	1886	bl51005
spice|flower|of crushed fruit|Charred frankincense|grated sandal|Of leaf|bear blossom	perfume|smell	sweet	Strange spice and flower , strange savor of crushed fruit And perfume the swart kings tread under - foot this dry shred staff , that hath no whit For pleasure when their minds wax amorous , Charred frankincense and grated sandal - Of leaf nor bark , bear blossom and smell sweet , Seek thou not any mercy in God ' s sight For so long shalt thou be cast out from root .	1884	bl51036
Incense	odour	offensive	Incense was burnt in ancient heathen temples to neutralize the offensive odour arising from animal sacrifice .	1885	bl51123
of flowers the incense	odour	balsamic	But in those days , when little by little the corners of the ved were being dfted up which concealed one half of the world from the other half , how many navigators had the ineffable delight of entering for the first time the naves of those magnificent temples wherein is revealed the omnipotence omnipotence of God , where the leafy tops of the trees form the vaulted domes , studded by the rays of the sun like so many stars , where the aged trunks of trees form majestic columns , where the songs of birds substitute the organ and the choir , the balsamic odour of flowers the incense , the grandeur of immensity the altar , and solitude the priesthood .	1888	bl51134
the incense|fountains	aromatic|aromatic	aromatic|aromatic	81 nostrils with the incense of the aromatic fountains at the ends of the gallery , the Viscount Malign walks thus for an hour or more — almost in agitation .	1879	bl51140
incense|anointings	fragrance		What a joy exchanged for what a grief ! I cannot describe to you in words the keen pang I experienced in my mind when I heard Fundanus ( what does not mourning make us acquainted with ! ) himself issuing the orders that the money which he had destined for the purchase of bridal dresses , pearls , and jewels , should be spent upon incense , anointings , and fragrance for the burial .	1880	bl51174
its|frankincense|frankincense|myrrh	odors|frankincense|frankincense	multifarious	Forms clad in waterproofs , waterproofs , and cowled like monks , might be met , threading the uneasy uneasy larboard gangway , running the gauntlet of its multifarious odors , lurching wildly like inebriated landsmen , all going to the shrine of Our Baby to deposit the frankincense and myrrh of sympathy , and kindred precious offerings .	1880	bl51192
The incense|its	fragrance		The incense floated round him , making the air dim with its cloud of fragrance .	1886	bl51222
with branches|of incense	fragrant|fragrant|odour	fragrant|fragrant	AAdien it had all passed away and the crowd with it , the streets looked melancholy and deserted ; but they were fragrant with branches , and the odour of incense seemed to cling to the air .	1888	bl51234
of incense	odour	strong	Time went ou ; the chapel became oppressive ; a strong odour of incense rose upon the air ; Mozart ' s strains grew discordant discordant enough to disturb his shade and bring it forth in just rebellion .	1888	bl51234
of incense	perfume	faint|perceptible	A faint perfume of incense was perceptible in the corridors .	1881	bl51241
frankincense|frankincense|of spice - trees	scents|frankincense|frankincense	odorous	MY GARDEN BY THE SEA There is a garden by the sea , Tranquil as eternity , All week , from the inland fields of flowers , Had zephyrs wafted odorous scents Where oft 1 breathe in happy dreams , ' Mid bowers so thickly roofed with rose , The spirit , lapped in leaves at noon , Of roses Flora within her bowers Burned to the summer for frankincense ; Until I dreamt that my dwelling stood In groves of spice - trees and sandalwood .	1887	bl51250
incense	fragrant|fragrant	fragrant|fragrant	The glorious Angel , who was keeping The gates of Light , beheld her weeping ; And , as he nearer drew and listen ' d To her sad song , a teardrop glisten ' d Within his eyelids , like the spray From Eden ' s fountain , when it lies On the blue flow ' r , which — Brahmins say — From out its depths of tangled gloom , There came a breath of dewy bloom , And from the valleys dim A cloud of fragrant incense stole , As if each violet breathed its soul Into that floral hymn .	1887	bl51250
Sabean incense	fragrant|fragrant	fragrant|fragrant	Sabean incense in a fragrant cloud Illustriously suspended o ' er thy crown Like a king ' s canopy , makes thee allow ' d For more than man .	1881	bl51271
incense	fragrance	Rich	Ill - fated chief ! there are whose hopes are built Upon the ruins of thy glorious name ; AVho , through the portal of one moment ' s guilt , Pursue thee with their deadly aim ! 0 matchless perfidy ! portentous lust Of monstrous crime ! — that horror - striking blade , Drawn in defiance of the gods , hath laid The noble Syracusan low in dust ! Shuddered the walls , — the marble city wept , — And sylvan places heaved a pensive sigh ; But in calm peace the appointed victim slept , As he had fallen in magnanimity ; While incense from the altar breathes Rich , fragrance in embodied wreaths ; Or , flung from swinging censer , shrouds The taper - lights , and curls in clouds Around angelic forms , the still Creation of the painter ' s skill , That on the service wait concealed One moment , and the next revealed .	1881	bl51271
from incense	lukewarm|lukewarm|odors	lukewarm|lukewarm|sweet	True love strikes root in reason ; passion ' s foe : Virtue alone entenders us for life : I wrong her much — entenders us forever : Of friendship ' s fairest fruits , the fruit most fair Is virtue kindling at a rival fire , Shall Heaven , which gave us ardor , and has shown Her own for man so strongly , not disdain What smooth emollients in theology , Recumbent virtue ' s downy doctors preach , That prose of piety , a lukewarm praise ? Rise odors sweet from incense uninflamed ? Devotion , when lukewarm , is undevout ; But when it glows , its heat is struck to heaven ; To human hearts her golden harps are strung ; High heaven ' s orchestra chants amen to man .	1881	bl51271
incense of the heart	fragrance smells		To be resigned when ills betide , Patient when favors are denied , And pleased with favors given - , Dear Chloe , this is wisdom ' s part ; This is that incense of the heart Whose fragrance smells to heaven .	1881	bl51271
incense	fragrant|fragrant	heavenly|fragrant|fragrant	What though , Valclusa , the fond bard be fled , That wooed his fair in thy sequestered bowers , Long loved her living , long bemoaned her dead , And hung her visionary shrine with flowers ! What though no more he teach thy shades to mourn The hapless chances that to love belong , As erst when drooping o ' er her turf forlorn , He charmed wild Echo with his plaintive song Yet still , enamored of the tender tale , Pale Passion haunts thy grove ' s romantic gloom , Yet stiU soft music breathes in every gale , Still undecayed the fairy garlands bloom , Still heavenly incense fills eaeli fragrant vale , Stid Petrarch ' s Genius weeps o ' er Laura ' s tomb .	1881	bl51271
incense|incense	incense|incense		In Tempe or the dales of Arcady ? What men or gods are these ? what maidens I cannot see what flowers are at my feet , Nor what soft incense hangs upon the boughs , But , in embalmed darkness , guess each sweet loath ? What mad pursuit ? What struggle to escape ? What pipes and timbrels ? what wild ecstasy ? Wherewith the seasonable month endows The grass , the thicket , and the fruit - tree wild ; White hawthorn , and the pastoral eglantine ; Fast - fading violets covered up in leaves ; n .	1881	bl51271
fresh incense	fragrance	drowsy	A broad ray of sunlight streamed in , crossed the matted floor , and fell full upon the figure of Sakya - muni in his golden shrine ; and just at that moment a shaven priest , in sdk - brocaded vestments of faded green , silently passed down the stream of light , and lit the candles on the altar , and fresh incense filled the temple with a drowsy fragrance .	1880	bl51291
the|from the flowers|incense	perfume	lingering	They had reached that part of the grounds where Grace had sat beneath the beech - trees singing , and to him the sweet ah was full of echoes bringing back her voice ; the leaves and grasses about his feet held a lingering - perfume from the flowers and the summer sun that had breathed incense round about them on that summer day .	1883	bl51313
of aloes|aromatic|aromatic spices|incense|resin	fragrance	strong|aromatic|aromatic	Here the atmosphere is heavy with a strong fragrance of aloes , aromatic spices , incense , and resin .	1882	bl51342
with incense|whose	perfume	so strong	The three large bollas on his breast were filled with incense , whose perfume was still so strong when the tomb was opened , that those who burnt it could not remain in the room .	1887	bl51367
urns of incense|of the summer flowers	perfume|fragrance	delicate	In the centre centre of the Field of Mars rises the altar of the nation ; and far aloft over this altar swing urns of incense , filling the air with delicate perfume , which floats away to mingle with the fragrance of the summer flowers .	1880	bl51372
cloud|an incense	fragrant|fragrant	fragrant|fragrant	The pipe in my mouth was not a melodious one , but there rose from it a fragrant cloud — as I may say — an incense , grateful I trust , to her who has ever been honoured in these regions ; ' the mountain nymph , sweet Liberty .	1882	bl51373
incense of burning peat|incense|incense	incense|incense		And if your way lies in the ' North Countrie ' the incense of burning peat may greet you , an incense that is so dear to all lovers of mountain lands , calling up to them so many treasured and varying recollections .	1886	bl51402
of incense	smell		AVhat a smell of incense , and what a strange light that was ! murmured Odette .	1889	bl51416
of the incense	smell	faint	are faint with long standing and the smell of the incense , my said Aemilia , tenderly .	1888	bl51432
myrrh|frankincense|cassia	perfumes		As soon as the fire took hold , Cornelia , Calpurnia , and the rest threw into it the garments and toys which they had brought — with perfumes , myrrh , frankincense , and cassia , and the cup out of which Tertia used to drink , and her shoes .	1888	bl51432
of the funeral incense	perfume		If in truth the religion of Rome was everywhere in it , like the perfume of the funeral incense still in the air Marius was breathing , breathing , so also was the memory of its crimes , prompted by a hypocritical cruelty , down to the erring , or not erring , vestal , calmly buried alive there , somewhere in the Forum , only eighty years ago , under Domitian .	1885	bl51465
gems|frankincense|spices|trees|plants	fragrant|fragrant	fragrant|fragrant	The land of Punt1 was well known by name and repute to the Egyptians ; they regarded it as a sacred region ( Ta - neter , the ' holy land ' ) , and it was known to be a hilly country , whose shores were washed by the Red Sea , and to be celebrated for many rare and precious products ; for choice and costly woods ; for gems and frankincense , and fragrant spices ; for trees and plants unknown at home ; for birds of strange plumage , giraffes , monkeys , and leopards .	1884	bl51512
shawls|incense|spices|gums	aromatic|aromatic	aromatic|aromatic	Malmesbury mentions the silks , shawls , incense , spices , and aromatic gums which Alfred ieceived from the Malabar coast in return for presents sent to the Nestorian Christians .	1887	bl51519
metal|work|paint|of|of incense|incense|of burnt paper	smelling	faintly	There are Joss - houses , with a big , stolidlooking stolidlooking idol sitting in state , the temple gay with tinsel and china , metal - work and paint , smelling faintly of incense , and strongly of burnt paper .	1887	bl51519
the smoke of incense	perfumes		A grand and dreamy structure , of immense proportions ; golden with old mosaics ; redolent of perfumes ; dim with the smoke of incense ; costly in treasure of precious stones and metals , glittering through iron bars ; holy with the bodies of deceased saints ; rainbow - hued with windows of stained glass ; dark with carved woods and coloured marbles ; obscure in its vast heights , and lengthened distances ; shining with silver lamps and winking lights ; unreal , fantastic , solemn , inconceivable throughout .	1884	bl51552
wood|incense	vapour|vapour|scented		The blue vapour which ascended from cot and hall , begotten of peat or scented wood — 0 , name it not smoke ; call it incense ascending from household altars to heaven .	1884	bl51595
frankincense|myrrh	breath|fragrance|perfume		And then of the first dream he thought , and light Across his vision broke : Tis true ! aright My seer hath read ! for Ishtar came to me In the first dream , her face e ' en yet I see ! Aye , more ! her lips to mine again then fell ! Her arms I felt around me , — breath too well I know ! of fragrance , while perfume arose Around my dream and fled not at the close ; As frankincense and myrrh it lingered , when I woke .	1884	bl51610
incense|its	fragrant|fragrant|breath perfume	fragrant|fragrant	What means this phantasy that hath me filled , And spirit form that o ' er my pillow leans ; I wonder what this fragrant incense means ? Oh , tush ! ' tis but an idle , wildering dream , But how delightful , joyous it did seem ! Her beauteous form it had , its breath perfume ; Do spirit forms such loveliness assume ? The goddess yet dares not her form reveal , And quickly she herself doth now conceal Behind the damask curtains at the door .	1884	bl51610
for incense	scents	Fine	Fine scents were there for incense , so methought , A shrine was dressed for Izaak , and I heard , Blent with the melody of wave and bird , A silver caroling of Angels , fraught With bliss and benediction .	1884	bl51615
limbs|incense	reek	sanguinary	If thou lov ' st blood , the shepherd ' s shrine , which smokes On my right hand , hath shed it for thy service In the first of his flock , whose limbs now reek In sanguinary incense to thy skies ; Or if the sweet and blooming fruits of earth .	1887	bl51623
its native incense	Fragrant		Amidst the clash of swords , and clang of helms , The age which I anticipate , no less ShaU be the Age of Beauty , and while whelms , Calamity the nations with The genius of my country shaU arise , A Cedar towering o ' er the WUderness , Lovely in aU its branches to all eyes , ^ Fragrant as fair , and recognised as ar , • Wafting its native incense through the skies .	1887	bl51623
incense	fragrance	slight|sweet	And now one taper is burnt down ; now three are wasted ; soon , of all the eight sparkling points of light , none remain but a small heap of green wax on the silver tray , around which a slight , sweet fragrance hovers as incense rises , or as if it might be the absolute 12 BENEDICTUS .	1887	bl51648
with roses|with hemblocke|incense	perfumes|perfumed	stincking	291 crept in at the eye and possessed the heart , we wholy deliuer our selues , as slaues to fensualitie , forgetting our God for the gaine of a goddesse , whose altars fauours of stincking perfumes , and whose temple is not perfumed with roses , but infected with hemblocke : they which sacrifice vnto Vesta offer vp incense with fire , they which stande at the ssirine of Venus offer vp bladders onely filled with winde , the one representing the purenesse of chastitie , the other the lightnesse of affection : you fay true , quoth the Ladie Frances , Venus coffers are alwaies emptie , and therefore giuing great founde , hir garments imbroidered with feathers , as noting inconstancie : for he that marketh the confused estate of you Florentines , / who couet to be counted louers , shall finde howe vnder that one folly you heape together a masse of mischieuous mischieuous enormities : for the Gentleman , that drawne by a voluptuous desire of immoderate affections , seekes to glut his outward fences with delight , first layeth his platforme by pride , seeking to allure a chast eye with the sumptuous ( hewe of apparell , vnder that maske to entise the minde vnto vanitie , others by an eloquent phrase of speeche to tickle the eare with a pleasing harmonie of well placed words : well placed in congruitie , though ill construed construed in fence : some by Musicke to inueigle the minde with melodie , not sparing to spende parte FAREWELL TO FOLLIE .	1881	bl51653
Pallas|of torne papers|Incense of broken truncheons	perfumes		In the Olympiades the Laurell striued as well for the Pen , as the Speare : and Pallas had double Sacrifice , as well perfumes of torne papers , as Incense of broken truncheons .	1881	bl51653
cinnamon leaves|the incense|of the smoking paraffin lamps|of fried fish|garlic|garlic	odour|smell|perfume|scented|scented	garlic|garlic|scented|scented	The floor of the edifice and the ground of the open square were littered with cinnamon leaves ; and the odour , combined with the incense from the church , the smell of the smoking paraffin lamps in the square , the perfume of fried fish , and the presence of some two thousand garlic - scented worshippers and gamblers , did not conduce to a sensation of delight .	1889	bl51673
vines|incense|incense	fragrant|fragrant|breath|incense|incense	fragrant|fragrant	Lost is that camp , and wasted all its fire : And he who wrought that spell ? — Ah , towering pine and stately Kentish spire , Ye have one tale to tell ! Lost is that camp ! but let its fragrant story Blend with the breath that thrills AA ' ith hop vines ' incense all the pensive glory That fills the Kentish hills .	1882	bl51683
peace|the incense of silence	fragrance		Everywhere slept peace and fragrance , and the cloudless sky seemed the blue dome of an ancient temple filled with the incense of silence , sacred and sweet peopled with spirits that rested on their wings , lest they should ruffle its solemn calm .	1884	bl51715
incense|incense	incense|incense	soft	I cannot see what flowers are at my feet , Nor what soft incense hangs upon the boughs , But in embalmed darkness , guess each sweet Wherewith the seasonable month endows The grass , the thicket , and the fruittree wild ; White hawthorn , and the pastoral eglantine ; Fastfading violets covered up in leaves ; And mid - May ' s eldest child , The coming musk - rose , full of dewy wine , The murmurous haunt of flies on summer eves .	1883	bl51730
incense	fragrant|fragrant	fragrant|fragrant	It may be mine to linger In the fragrant morning air , And carry up to Heaven The incense of your prayer .	1883	bl51730
clouds of incense incense	perfume		Banners were unfurled , voices were raised chanting the Te Deum , clouds of incense incense rose to perfume the air and the pathway was strewn with flowers .	1884	bl51741
by incense - bearers	perfumes	fragrant	Erkenwald slowly moves the procession amidst the fragrant perfumes shed around by incense - bearers from their silver censers , now up the nave , thence through one of the aisles , and so round to the shrine at the back of the high altar .	1881	bl51751
of the incense	odours|smell	evil|so noisome	Even as early as 1290 we find the White Friars , near the Temple , and the Black Friars , who were nearer to Ludgate Hill , complaining that the evil odours ofthe Fleet were so noisome as to prevail over the smell of the incense .	1881	bl51751
the smoke of frankincense|fume|fume	fume|fume	sacred	So much for the present state of ' scientific ' information , or at least communicativeness , on the first and simplest conditions conditions of the problem before us ! In its wider range that problem embraces the total mystery of volatile power in substance ; and of the visible states consequent on sudden — and presumably , presumably , therefore , imperfect — vaporization ; as the smoke of frankincense , or the sacred fume of modern devotion which now fills the inhabited world , as that of the rose and violet its deserts .	1886	bl51781
of a rose - leaf|frankincense	scent		The question remains , even supposing their production accounted for , — What intermediate states of water may exist between these spherical hollow molecules and pure vapour ? Has the reader ever considered the relations of commonest forms of volatile substance ? The invisible particles which cause the scent of a rose - leaf , how minute , how multitudinous , passing richly away into the air continually ! The visible cloud of frankincense — why visible ? Is it in consequence of the greater quantity , or larger size of the particles , and how does the heat act in throwing them off in this quantity , or of this size ? Ask the same questions respecting water .	1886	bl51781
the hard pavements|of ruin and decaying generations|the chill palaces|the convent bells|the heavy incense of altars	smell		You enter the Campagna and ' the ancient dust and mouldiness of Rome , the dead atmosphere in which so many months are wasted , the hard pavements , the smell of ruin and decaying generations , the chill palaces , the convent bells , the heavy incense of altars , the life led in the dark narrow streets , among priests , soldiers , nobles , artists , and women ; all the sense of these things rises from the consciousness like a cloud which has imperceptibly darkened over it .	1884	bl51791
incense	pungent|pungent	pungent|pungent	drawn SAVords and silver staves , and the whole personnel of the Cathedral , headed by the Archbishop Archbishop ; the air hot with pungent incense mounting mounting to the sky , the solemn chant of choristers , the clang of trumpets and the roll of drums , and a passionate multitude with difficulty restrained from flinging themselves before her on the stones .	1884	bl51796
the waving corn|of incense|the shadow of the cross	scent		Poor men ! AVhy did you not tell me this before , and I would have visited their graves and prayed over them in their native tongue ? It contracts my heart to think of them , lying here , away from la belle France , and the golden golden sun , and the vineyards , and the waving corn , and the scent of incense , and the shadow of the cross .	1883	bl51798
clouds of water - gas|of sulphur|incense|incense from a	fumes|incense|incense		And so the scene is ever varied and Disjoined , until behold ! the lava lake Is all aglow and twenty fountains play Within the wondrous circle of its shores ! Oh , for the word to compass in its sound This seething , surging , spouting sea of fire ! It is a mighty maehtrom ladle - dipped From out the ocean caldron of the Sun ! Aye , Ha - le - mau - mau is the orb of day Within the circuit of a half a mile ; And in my journey hither — to this lake Within the walls of Ki - lau - e - a and The foam - fringed confines of Ha - wai - i , I , In philosophic fact , have visited 19 ■ ? The Earth , emerging from its primal floods , The Moon , a - cold beyond Poor Tom ' s degree , And the ensphered volcanic fire , the Sun ! O glorious age of glass — of lens and prism , * * That purblind man , with comprehensive gaze , May see the far auear , the near afar , And poets and philosophers compound Their facts and fancies in resultant truth ! Anon , the rubber of a cloudy night Erases all the world save that within The walls of Ha - le - mau - mau , in my sight And hearing : lava - lighted crater - crags In - arching like the petals of a great Corolla , tinted yellow , pink , and blue ; Thin clouds of water - gas , obscurely white , And fumes of sulphur , as obscurely bine , Ascending from the circle of the lake , An incense from a thousand unseen censers ; And , in the surface ofthe lava lake , The satin sable turned to velvet black , And the pomegranate - red transmuted to The glowing yellow huo of molten gold : A fitful light diffusing from the founts Illuming weirdly the volcanic void Without or shade or sheen : the only gleam Upon the velvet scum a shimmering Reflection from the vapor - clouds above ; Until , the periodic break - up come , The surface for a moment is a glare — A sunburst through a dark ' ning tempest ' s rack And then a sunset in a golden glamour .	1885	bl51807
of the flowers breathing breathing incense	fragrance		Then came a vision of bliss , lying on one ' s back , with cool water unceasingly murmuring at your side , the cool air blowing blowing ever fresh , and the fragrance of the flowers breathing breathing incense .	1879	bl51839
of incensebreathing|of new - mown grass|clover	scent|fragrant|fragrant	fragrant|fragrant	As we look from these hills over one of the most purely rural scenes in England , without a single smoky town in all the wide view around , and contrast its pastoral pastoral beauty with the seats of manufacture and busy town life , the question arises , Will the simple healthy life of the rural swain be banished , or smothered , by the increasing power and smoke of iron and coal ? Will the be all turned into town , or covered with the refuse of mines ? Will no open fields be left for health as well as food ? Will the breezy call of incensebreathing incensebreathing morn no more convey the scent of new - mown grass or fragrant clover ? Will haymakings , and harvest homes , daisy - chains , and cowslip - balls , primrosing and Maying , blackberrying and nutting , be but traditions of the past , to be read by the future children of England amongst the curiosities of literature in the nursery books of their grandmothers , but to be no more seen in real life ? Already the swallow twitters but seldom from the straw - built shed ; for tiles are cheaper than thatch , and the straw is turned into newspapers .	1882	bl51840
in incense burners|rose - water	perfumes	Rich	Rich perfumes burning in incense burners , and rose - water was sprinkled at intervals to cool the air .	1883	bl51847
of old marbles|the chilly|chilly|chilly incense	perfume|chilly|chilly|chilly	myste|rious|chilly|chilly|chilly	Heavy arches trust themselves to these rather slight pillars ; the old and decayed ceiling matches the dilapidation of a pavement patched with inscriptions , inscriptions , and made green by mould that is impregnated with the myste - rious perfume of old marbles , the chilly incense of the buildings of a thousand years ago .	1887	bl51879
of burning incense - sticks|from|from flower - decked graves	fragrance		The smoke of burning incense - sticks and tapers , lighted from the consecrated temple fire , curls upward in fantastic figures , figures , and rises jointly with the prayers of the devout and the fragrance from flower - decked graves to honor and appease both gods and spirits .	1882	bl51910
of sandal - wood|smoke|incense	odors		Ascending an outside stairway of the most rickety description , he came to the third and highest floor , where dwelt the gods in gloomy solemnity , solemnity , and in an atmosphere laden with odors of sandal - wood , smoke , and incense .	1882	bl51910
incense|incense|incense tapers	incense|incense|incense	incense|incense|incense	Despite the prominence of her divinity , divinity , the shrine was not carefully tended , for a common oil lamp glimmered feebly on nothing but cold tea , and extinguished the incense tapers at her feet .	1882	bl51910
Bay leaves|pile|gummy frankincense	fragrant|fragrant	fragrant|fragrant	Now while the earth was drinking it , and while Bay leaves were crackling in the fragrant pile , And gummy frankincense was sparkling bright Neath smothering parsley , and a hazy light Spread greyly eastward , thus a chorus sang : O thou , whose mighty palace roof doth hang From jagged trunks , and overshadoweth Eternal whispers , glooms , the birth , life , death Of unseen flowers in heavy peacefulness ; Who lovest to sec the hamadryads dress Introductory Memoir .	1880	bl51964
Their morning incense	breath ' d|breathe|nostrils|smell|scents	grateful	Now , when as sacred light began to dawn In Eden on the humid flow ' rs , that breath ' d Their morning incense , when all things that breathe From th ' earth ' s great altar send up silent praise To the Creator , and his nostrils fill AVith grateful smell , forth came the human pair , And join ' d their vocal worship to the quire Of creatures wanting voice ; that done partake The season , prime for sweetest scents and airs : 200 Then commune , how that day they best may ply Their growing work ; for much their work outgrew The hands dispatch of two gard ' ning so wide .	1881	bl57003
incense	smelling|smelling	sweet - smelling|smelling	In all the shops of the western suburb sweet - smelling incense was burning .	1880	bl57011
of the incense|the	scent	heavy	We were taken by an attendant priest to see one shrine of apparently special sanctity , and as the brass doors rolled back , and the heavy scent of the incense came to us , the jewelled idol and the ever - burning lamp before it .	1884	bl57042
of incense|of appleblossoms appleblossoms	odor|smell		On May 13 , 1787 , Father Frechette , for the first time , said mass in it , and the odor of incense mingled with the smell of appleblossoms appleblossoms from the surrounding orchards .	1884	bl57065
of a thousand blossoms|their|the incense	odour|perfume|perfume perfume	perfume|perfume	The forest was Le Caron ' s sanctuary , the song - birds of midsummer were assistant choristers , the odour of a thousand blossoms blended their perfume perfume with the incense .	1885	bl57099
of religious|religious incense	perfume	religious|religious|courtly	She set sail in an atmosphere of religious incense and courtly perfume .	1885	bl57099
incense	odours		They landed , and raised a cross , when , amid a throng of friendly Indians , mass was sung , and incense mingled with the odours of the summer woods .	1885	bl57099
frankincense|products	aromatic|aromatic	aromatic|aromatic	needed especially the frankincense and aromatic products peculiar to Arabia , for its elaborate religious ceremonies .	1888	bl57105
of incense	scent	heavy	Here is a joss - house , or temple , from whose open door comes the heavy scent of incense , and here a curiosity shop , crowded with carved ivory , china dragons , curious silks , and nameless nicknacks .	1882	bl57117
of incense	odour	faint|pleasant	Then there was a faint , pleasant odour of incense about the building , em - phasizing the contrast between the mood of nature and the mood of man .	1884	bl57172
of incense|glimmering altars	scents		Suddenly into his dream - Avorld there floated scents of incense , glimmering altars , and sounds of imploring music .	1881	bl57178
of incense	odour	faint	The faint odour of incense lingered on the air .	1887	bl57180
incense of the unreformed unreformed Church	fragrant|fragrant	fragrant|fragrant	) a portion of the old mansion , once redolent with the fragrant incense of the unreformed unreformed Church , still lingered .	1887	bl57189
of the incense	noxious|noxious|odours	noxious|noxious	) , the prior of a Carmelite house in Whitefriars complained complained of the noxious exhalations , the miasma of which had killed many of the hooded brethren , and the corruption of which overpowered the odours of the incense .	1887	bl57189
all incense	breath		dewy morn With breath all incense and with cheek all bloom — Childe Harold .	1887	bl57200
sandal -|cassia|the incense the lotus - blossoms|India|Persia	odors|perfumes|fragrant|fragrant	spicy|fragrant|fragrant	Burn sandal - wood and cassia ; let the vapor round me wreathe , And mingle with the incense the lotus - blossoms breathe ; Let India ' s spicy odors and Persia ' s perfumes rare Be wasted on the pinions of Egypt ' s fragrant air .	1886	bl57205
incense	Perfumes	the sweetest	Thy prayers , lady , Must be the sweetest incense that from earth Perfumes God ' s mercy - seat : He bends to soften The heart that thou beseechest .	1885	bl57210
