Smell_Source	Smell_Word	Quality	Sentence	Year	Book
the candles	snuffed		Well , if you put it in that way , sir , I am ; and we ' ll get a little wind here by this old He stopped on the next platform , and , Geoffrey joining him , he once more snuffed the candles .	1885	bl51022
candles	snuff|flaring|flaring	flaring|flaring	They had stopped on one of the platforms to snuff the flaring candles , a supply of which the manager carried in a tin box slung from his shoulder , when once more from the other part of the shaft came the rushing noise of the ascending and descending buckets , and so close did they sound that Geoffrey involuntarily shrank , feeling that they must strike against him and crush him on the narrow platform where ho stood .	1885	bl51022
of the candles	snuffing		It was sent to them , not to save weary limbs the stretch up and down the stairs , but to save the interruption of the journey to and fro ; for in and out of seam or fold , rich brocade or filmy muslin , must go the pitiless needles until the stroke of midnight , in spite of aching heads or eyes , or sleepy yawning , when even the snuffing of the candles became a change from the monotony of stitchery .	1885	bl51056
of cooked meat|the fumes of candles	smell		It was hot in this place , for the ceiling was so low a short man might have touched it with his fingers ; and the smell of cooked meat and the fumes of candles at the aftermost end , where the daylight was small , made the room like a cockpit in the tropics .	1881	bl51197
candles of vegetable|soap|alcohol	scents		They have a tannery , and make cabinet - work , candles of vegetable wax , soap , alcohol , and scents , besides which they do engraving and block - printing .	1880	bl51291
a candle	snuffing		most excellent joke in snuffing a candle , \ neither more nor less than setting lire to tho hair of a pale youug gentleman who sat next him , afterwards begging his pardon wi1 humour .	1884	bl51491
a large tallow dip candle	snuffed		' ' It ' s the room Lane was born in , ' added the woman , as she snuffed a large tallow dip candle that flared and flickered on the counter .	1884	bl51563
of the candles	snuffing		20 in and out of seam or fold , rich brocade or filmy muslin , must go the pitiless needles until the stroke of midnight , in spite of aching aching heads or eyes , or sleepy yawning , when even the snuffing of the candles became a change from the monotony of stitchery .	1883	bl51678
Woollen|candle|soap|factories	stenchcreating|stenchcreating	stenchcreating|stenchcreating	Woollen factories , candle and soap factories , and factories of all sorts ( chiefly of a chemical turn ) , graced its ' marge , ' and all united in a grand political and practical demonstration against any ' Purification of Rivers Bill ' interfering with their sweet liberty of stenchcreating stenchcreating in Australia f elite .	1880	bl51849
of a candle	snuff		31 our acquaintance , of whom , no doubt , there are many most excellent , pious , and worthy men ; and many , I am grieved to admit , not Avorth the snuff of a candle .	1886	bl51882
his candles	snuffing		' He made the change , and slept very well at night , but suddenly found that , somehow , he couldn ' t read in the evening : he got nervous and uncomfortable , and used to be always snuffing his candles and staring about him .	1886	bl51939
the tallow candles	obnoxious|obnoxious|smelling|smelling	obnoxious|obnoxious - smelling|smelling	Think of the tallow candles and the obnoxious - smelling She was unconsciously bitter when she tried to joke on the subject .	1888	bl51987
buns|of the roses|of the tallow candles	aroma		Kenny , who kept the huckster ' s shop at the corner , had good - naturedly subscribed subscribed all her stale , bilious - looking penny tarts and buns , which , unlike Tommy Moore ' s vase , retained the aroma , not of the roses , but of the tallow candles beside which they had reposed so long .	1887	bl57156
of candle - smoke	smell	vile	' What a vile smell of candle - smoke there is here ! ' Alfred cried .	1886	bl57354
the butterfly orchids|of the sputtering sputtering candleAvicks	stench		293 chatter to the maid ; the old vicar had tottered into the sacristy and was pulling off his vestments vestments ; the last office was done ; the butterfly orchids Avere dying in the stench of the sputtering sputtering candleAvicks ; the acolyte — a ploughboy iu a short linen tunic Avhich shoAved his hobnailed hobnailed boots — began to put the Avicks out with a brass extinguisher fixed at the end of a long stick ; she thought she Avould never bring flowers there any more — it was cruel — they withered and faded , and who could tell Avhat they might suffer ? She had never remembered that before .	1884	bl57431
from the blown - out candles	odours	unsavoury	At eleven o ' clock the landlady came in , and , no matter how many were there , blew out all the candles but one , and told the visitors it was time to go ; a hint , which being backed up by the unsavoury odours from the blown - out candles , was usually very promptly acted upon .	1879	bl57456
of breath|of extinguished candlewick	whiff|smell		There was an interval of silence , followed by a whiff of breath — the smell of extinguished candlewick , the sound of a cautious footstep advancing to the bedside , bedside , and then Martha felt a woman ' s face close to hers , and knew that the stony eyes had a meaning in their close scrutiny at last .	1879	bl57522
the tallow candles	snuffing		Woodbridge would kindly come over from the village and act as arbitrator — his attention at these times being equally divided between listening to the arguments and snuffing the tallow candles which , stuck in potatoes potatoes for candlesticks , cast weird and ghostly shadows upon the whitewashed walls .	1880	bl57946
the altar candles	snuffing		The male listeners yawned and gaped like English rustics , turned round to stare out of window , spat about the floor disgustingly , went out occasionally for a breath of air and a chew of tobacco , and returned refreshed thereby , while one of their number devoted himself to snuffing the altar candles .	1879	bl59767
the candles	smell	rank	How rank the candles smell .	1883	bl59782
innumerable rolls|of the dry rot|from damp cloaks|festering umbrellas|the coarsest tallow candles	odour|scent|exhalations	agreeable|various	They are , for the most part , low - roofed , mouldy rooms , where innumerable rolls of parchment , which have been perspiring in secret for the last century , send forth an agreeable odour , which is mingled by day with the scent of the dry rot , and by night with the various exhalations which arise from damp cloaks , festering umbrellas , and the coarsest tallow candles .	1886	bl59854
Candles|Spirits|Confectionery	Scent		The only Successors and Sole Manufacturers of the original Fullwood ' s ' * * Annatto for colouring Cheese and Butter ; also extensively used for Colouring Jellies , Hair Soap , Candles , Scent , Spirits , Confectionery , Leather , Pomades , & amp ; c , and in making Lacquers for Brass Work , for Curing Fish , and Dyeing Calico , Silk , Wool , Skin Rugs , Straw Plait , Feathers , Wood , Ivory , Bone , & amp ; c .	1884	bl510380
of a then candle	snuff|fumed|fumed	fumed|fumed	8 — a proverbial phrase , whether because the matters so used ( before tobacco ) by their violent action tended to make one angry , or because the snuff of a then candle when blown was ' fumed , ' is doubtful .	1881	bl510571
of so ip|pickles|pepper|candles|coffee	smell|whiff		A dark store - room opens out of it , and that is a place to be run past at night ; for I don ' t know what may be among those tubs and jars and old tea - chests , when there is nobody in there with a dimlyburning dimlyburning light , letting a mouldy air come out at the door , in which there is the smell of so ip , pickles , pepper , candles , and coffee , all at one whiff .	1893	bl08055
the candles	snuffing		Clanfrizzle ' s establishment the enfant bleu already mentioned was the only individual of his sex retained ; and without for a moment disparaging the ability or attentions of this gifted person , yet it may reasonably be credited that in - waiting on a party of twentyfive twentyfive or thirty persons at dinner , all of whom he had admitted admitted as porter and announced as maitre d ' hotel , with the subsequent detail of bis duties in the drawing - room , Peter , — Blue Peter , his boarding - house sobriquet , — not enjoying the bird - like privilege of in two places at gave one rather the impression of a person of hasty and fidgety habits , for which nervous tendency the treatment he underwent was certainly injudicious , — it being the invariable custom for each guest to put his services in requisition , perfectly irrespective of all other claims upon him , from whatsoever quarter coming ; and then at the precise precise moment that the luckless valet was snuffing the candles , he was abused by one for not bringing coal ; by another for having carried off his teacup , sent on an expedition for LIFE AT CALLONBY .	1892	bl08100
the candles	snuffed		Adele ' s mother was rather astonished , for the refinement of feeling that had prompted De Lacy was quite unintelligible to her ; and , as she snuffed the candles when he left the room , she said .	1893	bl08170
the candles	snuff		It was , however , driven away before I could decipher it , by positive bodily pain , occasioned by my elder brother Tom , who , having been directed by my father to snuff the candles , took the opportunity of my abstraction to insert a piece of the stdl ignited cotton into my left ear .	1896	bl08602
Flowers|fruit|candles|paper flags|gold leaf|DAGON	scent	sickly|overpowering overpowering	Flowers , of sickly and overpowering overpowering scent , fruit , candles , paper flags , and gold leaf are the staple ss THE SHWAY - DAGON PAGODA , RANGOON .	1898	bl08742
the two great office candles	snuffing		JeUyby , snuffing the two great office candles in tin candlesticks which made the room taste strongly of hot tallow ( the fire had gone out , and there was nothing in the grate but ashes , a bundle of wood , and a poker ) , you find me , my dears , as usual , very busy ; but that you will excuse .	1893	bl08838
Sulphuric Acid|Iodine|Alkali|Artificial Manures|Colours|Perfumes|Perfumes|Oil|Soap|Candles	Perfumes|Perfumes		The following are the leading chemical products of Great Britain : — Soda ( the largest production in the world ) , made at Newcastle , Newcastle , Liverpool , Glasgow , and Bristol ; Sulphuric Acid , at Swansea and New - castle ; Phosphorus and Pharmaceutic Preparations , Preparations , at London and Edinburgh ; Iodine , manufactured from sea - weed ( 20 , 000 tons annually ) , Alkali , Artificial Manures ( 120 factories ) , Colours ( London ) , Perfumes , Oil , Soap , and Candles .	1889	bl08945
of spilt oil|half exhausted lamps|candles	stench	suffocating	The 311 and barred , the chimneys were smokeless , and the wrecks of the entertainment lay scattered about ; and the suffocating stench of spilt oil , and half exhausted lamps , and candles , — the atmosphere of dust , which had hardly yet settled down on the floor , — the confusion of the furniture , — the shreds of artificial artificial flowers and feathers , — and the fragments of torn drapery , which littered the apartments within , — and the traces of the numerous wheel ruts deeply7 marked in the gravel in front of the house , and the impression of many a hoof from the impatient impatient stamp ofthe horses , wearied by the long tarrying of their masters , w7ere the only7 indications of the bustle that had so recently animated the premises .	1891	bl04015
of my burning burning bayberry candles	scent		Equally full of sentiment is the scent of my burning burning bayberry candles , which were made last autumn in an old colony town .	1898	bl04261
a candle	snuffing		He also took a pride in snuffing a candle by the mere wave of his arm , when no other arm , though half a yard nearer , could do it .	1898	bl04402
of flickering candles|swinging censers	smell	heavy	A window was shut in that house , a window showing the world beyond the chapel walls , and letting in upon the heavy smell of flickering candles and swinging censers the free breath of the wind .	1889	bl04486
Her candle	snuffing		Her candle was of village manufacture , and required snuffing by human fingers , in the absence of snuffers , and Lionei was obliged to remark to her that , although he was only third in succession , he did not wish to be burnt alive in his bed .	1894	bl04528
the wax - candles|their	smell	peculiar	After letter on letter , telling his crony , Cardinal Sanseverino , Sanseverino , at Rome his various precautions during her lifetime — how he wears a jacket of mail under his coat ; how he drinks only milk from a cow which he has milked in his presence ; how he tries his dog with morsels of his food , lest it be poisoned ; how he suspects the wax - candles because of their peculiar smell ; how he fears riding out lest some one should frighten his horse and cause him to AMOUR DURE .	1890	bl04573
the candles	snuff|nose|sniffs		Mr Seedy sits down , pulls the - will out of his pocket , lays it on the table , takes out his snuff - box , takes a pinch , then his hand - kerchief , blows his nose , sniffs the candles , takes his spectacles from his - waistcoat pocket , puts them on , breaks the seals , and bonus to the company ; Mrs Jellybags has taken her seat on the left next to him , and Doctor Gumarabic by her side .	1896	bl04604
the tallow candles	obnoxious|obnoxious|smelling|smelling	obnoxious|obnoxious - smelling|smelling	Think of the tallow candles and the obnoxious - smelling She was unconsciously bitter when she tried to joke on the subject .	1889	bl04669
the|the candle	snuffing		The clerk stood by the table , occasionally snuffing the candle , and wishing she ' d take herself away again .	1896	bl04722
of many breaths|candles	reek		The reek of many breaths and candles nearly drove her back , but she pressed forwards towards a remembered window7 , through a crowd of bewigged women , shaking their bodies fervently to and fro .	1892	bl04892
the post - office|of candles and soap	smell	fusty	I may take it that Thorpe begins where the Quaker burial - ground ends ; for just round the corner of it is the post - office , with its bell ' d door and fusty smell of candles and soap ; kept by one of those tiresome vague old creatures who leans with purple knuckles and mittens worked with gilt beads on the counter , and , 272 IN SEARCH OF QUIET I came quickly between them , and said warningly to the Major , ' Take care ! they ' re awake in his house .	1895	bl04939
wax candles|of open - air flowers	smell		The wax candles and the smell of open - air flowers , and the glimpses of moonlight through vast windows may have had something to do with it ; but surely there are times and hours , when love is in the air , when every sound is tuneful , and all silence is softly alive , when young voices seek each the other ' s tone caressingly , and the stealing stealing hand steals nearer to the hand that waits .	1897	bl04943
of tea and sugar|candles|Macdougall ' s sheep dip	fragrance	blended	At five o ' clock to a minute Posty appeared every morning in the village shop , which had accumulated during the night a blended fragrance of tea and sugar , and candles and Macdougall ' s sheep dip , and where Mrs .	1895	bl04963
The|four|candles	odorous|odorous	odorous|odorous	The firewood and the four odorous candles were ignited , and then the priest commenced to recite Sanskrit mantras , each of which ended with the word Svalia , which served as a signal for pouring a ladleful of ghee upon the fire , and casting into it a small quantity of the other offerings .	1889	bl04972
matches|soaps|looking - glass|candles|beads	scented|scented|perfumes|perfumes	scented|scented	Linen , coloured handkerchiefs , matches , scented soaps , perfumes , perfumes , looking - glass , candles , and beads , are perhaps the most common , while the whole of the tea of the country — and the Moors drink scarcely anything else — is imported from Europe .	1889	bl013120
a candle	snuffing		You have only now to call snuffing a candle ' throwing a little light upon the subject , ' and then you will have arrived at the last pitch of facetious Titus made no reply ; but his lip quivered as he acknowledged the justness of his friend ' s reproaches .	1893	bl013158
one of the candles	snuff		Twice while I spoke he paused to snuff one of the candles in the silver sticks .	1895	bl013169
candles	snuffed		A very pretty bit of fencing was exhibited - between a red and a blue coat , and Corporal Tom snuffed candles with a pistol , amid shrieks of terrified delight from the women .	1896	bl013178
of candle grease	smell	strong	By the end of a quarter of an hour , the smoke of thousands of candles was darkening darkening the atmosphere , and the smell of candle grease was strong .	1891	bl013262
the poor candle - end	stunk		The least eye of fire cringed in the grate , the poor candle - end flickered and stunk .	1892	bl013280
the candles	snuffing		I don ' t know what has come over you of late ; but I would have you to learn that gentlemen are entitled to courtesy and polite behaviour ; and so , d ' ye see , if you ride your high horse upon me , splice my extremities if I won ' t have satis man ! be said Tomlinson , philosophically snuffing the candles — ' For companions to quarrel , Is extremely immoral .	1895	bl013314
of candles	olfactory|smelt	olfactory|strongly	Notwithstanding Notwithstanding that he could hardly be described as a shining light , individuals gifted with acute olfactory olfactory organs declared his sermons smelt strongly of candles .	1896	bl013695
flaming candles	odours	sweet	Arrived after much toil in safety at the bank , ' Watch , Edric , this night , ' said the traveller ; and still through the fitful gusts the fisher could discern a strange glorious light kindling up each glowing window , and hear pulses of most sweet chant , as hosts of angels with sweet odours and flaming candles ascended and descended descended from heaven in continual succession .	1892	bl013707
of snuffed candle - wick	odour	cheap	A week or two of shooting in England is another matter ; but here ■ ' He made a grimace , and rising , took the second candle , which was spreading its cheap odour of snuffed candle - wick through the room , and put it HOW MR .	1890	bl013803
of the peat fires|the smoke of the candles|of the toddy	smell|fumes|nostrils	pleasant|penetrating	The smell of the peat fires which was pleasant , and of the smoke of the candles which was not , and of the penetrating fumes of the toddy again filled Kirsteen ' s nostrils as she came in .	1891	bl013809
of the damp cloth|of flip|hot mulled or spiced ale|porter|punch|purl|grog|of a dozen pipes of tobacco|of the six candles	reek|smell|fumes|snuffing	nauseous|nauseous	It Avas a cold and Avet night : the company had hung up their cloaks and capes on the pegs to dry : the reek of the damp cloth combined with the smell of flip , hot mulled or spiced ale , porter , punch , purl , grog , and every other kind of drink , and with the fumes , irritating and nauseous , of a dozen pipes of tobacco , and , lastly , with the snuffing of the six candles by Avhich the room Avas lit , to make a most delectable atmosphere .	1891	bl013833
the|the candle	snuffing		Reed , snuffing the candle .	1895	bl013836
of the candles	snuffs		And I says to Sophy , ' Now , Sophy , my good girl , have a regular day 16 ALAS ! for your stoves , and do not brush your hair with the bottoms of the saucepans , and do not meddle with the snuffs of the candles , and it stands to reason that it cannot ( Ah ! what welcome sound is this ? Willing Sophy has produced an undoubted giggle , which Burgoyne hears spreading and widening through the room .	1890	bl013853
of the candle	smelt		But indeed his work had always smelt of the candle .	1893	bl013881
some candles	smell	better	Of such writers it need only be said that some candles smell better than others .	1893	bl013881
the candles	snuffed		She paused , and stirred the fire , and snuffed the candles , and then she said , in a sounding whisper — Ghosts ! She looked at Miss Pole , as much as to say , she had declared it , and would stand by it .	1898	bl013995
of a perfectly well - conducted candle - wick	snuffing|snuffing snuffing	snuffing|snuffing	As a man of law and reason , Mr Aske , let me beg of you to be interposed the solicitor ; assure you that the affair will be settled to your entire Don ' t doubt replied the old gentleman , gentleman , as he vainly tried to regain his self - possession self - possession by turning his attention to the snuffing snuffing of a perfectly well - conducted candle - wick .	1893	bl013996
of tea and sugar|candles|Macdougall ' s Macdougall ' s sheep dip	fragrance fragrance	blended	At five o ' clock to a minute Posty appeared every morning in the village shop , which had accumulated during the night a blended fragrance fragrance of tea and sugar , and candles and Macdougall ' s Macdougall ' s sheep dip , and where Mrs .	1895	bl012107
the candle	snuffing		In his present hesitating frame of mind , it was a kind of relief to gain a few moments only by engaging in the trifling occupation occupation of snuffing the candle .	1890	bl012163
the tallow - candles	sniffed		307 and liveries , and theatre - boxes , there were many moments when Maud ' s sensitive nostrils sniffed the tallow - candles , but at least it put an end to the everlasting Miss Perhaps the person most entirely taken by surprise and most keenly disappointed by the marriage was Sir Peter .	1890	bl012184
of dying candles	smell		Mr Harding ! Dorcas ! All in the dark ? Why isn ' t there a light ? And , phew ! what a smell of dying candles ! Where are the matches ? Tabitha had by this time followed him into the room .	1898	bl012216
camphor|camphor|coffee|Ahmedabad|long|dammer|soft sugar|sago|saltpetre|saltpetre|soap|cloves|cinnamon|mace|from Cambay|black pepper|pearls|horses|charcoal|alum|tea|assafœtida|tobacco|sugarcandy|molasses|from Dholera|sandalwood|candles|tamarind|rosewater	perfumes		4 In 1841 the chief articles of trade between Surat and Ahmedabad were silk raw and manufactured , cotton piece goods , gold thread , country paper , metal articles , wheat , and coriander seed ; through Kaira to the Panch Mahals and Malwa , and to Dongarpur and Mewar , cumin seed , cardamoms , bishopsweed , betelnut , brimstone , camphor , camphor , coffee , cocoanuts without shells , cotton , dry ginger , gum , iron , indigo , catechu , and lace ; from Jambusar and Tankari , through Dehvan to Ahmedabad , long pepper , perfumes , dammer , soft sugar , sago , saltpetre , saltpetre , soap , cloves , cinnamon , and mace ; from Cambay , black pepper , pearls , horses , charcoal , alum , tea , assafœtida , tobacco , sugarcandy , and molasses ; and from Dholera , sandalwood , candles , tamarind , and rosewater .	1896	bl012218
the candles	snuffed		She paused , and stirred the fire , and snuffed the candles , and then she said , in a sounding whisper — ' Ghosts ! ' She looked at Miss Pole , as much as to say she had declared it , and would stand by it .	1898	bl012219
the old - fashioned candles	snuff		Very well , she answers , and ere she goes takes up the snuffers and attempts to snuff the old - fashioned candles .	1894	bl012767
of dry rot in wood|a suggestion of candle|of cheese|of butter|of red - herring|of tea and coffee|of oil on iron	smell|odour|smell	faint|acrid	There was a smell of dry rot in wood , a suggestion of candle , of cheese , of butter , of red - herring , a faint odour of tea and coffee , and , dominating all , the acrid smell of oil on iron .	1897	bl012944
the candle	snuffing		right , said that cheerful follower , snuffing with his fingers the candle he bore .	1889	bl012999
of tbe dry rot|from damp cloaks|festering umbrellas|the coarsest tallow candles	odour|scent|exhalations	agreeable|various	They are , for the most part , low - roofed , mouldy rooms , xvhere innumerable rolls of parchment , which have been perspiring in secret for the last century , send forth an agreeable odour , which is mingled by day xvith the - scent of tbe dry rot , and by night with the various exhalations which arise from damp cloaks , festering umbrellas , and the coarsest tallow candles .	1893	bl082
contrary candles	snuffing		The mistress of the house , her dimpled hands snuggled beneath her snowy apron , regards the completed preparations preparations with critical eye and expectant face ; whilst Aunt Jane — fussy old soul ! — flits nervously from room to room , snuffing contrary candles , poking sulky fires , or peeping through the curtains of the front window to see whether any of the guests are yet in sight .	1896	bl0102
the candles	snuff		It was , however , driven away before I could decipher it , by positive bodily pain , occasioned by my elder brother Tom , who , having been directed by my father to snuff the candles , took the opportunity of my abstraction to insert a piece of the still ignited cotton into my left ear .	1896	bl0251
the candles	snuffing		Venus , would you make yourself useful , and take a seat beside me , sir , for the conveniency of snuffing the candles ? Venus complying with the invitation while it was yet being given , Silas pegged at him with his wooden leg to call his particular attention attention to Mr .	1893	bl0261
the candle	snuffing		Venus , heavily , snuffing the candle , the world that appeared so flowery has ceased to blow ! You ' re casting your eye round the shop , Mr .	1893	bl0261
both candles	snuffed		Mimicking his affected air , Lord Camelford lounged after him , and , taking up a pad of snuffers , coolly snuffed out both candles , and returned to his seat .	1890	bl0519
the candle	snuffing		right , said that cheerful follower , snuffing with his fingers the candle he bore .	1893	bl0841
These candles|one candle	snuffing|snuffing		These candles Avere Avhat were knoAvn as moulds , requiring pretty constant snuffing ; this task being allotted to Keating , Avho was much too important a person to think of dancing , and spent most of the evening in Avalking round and solemnly snuffing one candle after another , with a pair of brass snuffers .	1897	bl03221
the candles	snuffing		Though there were some who doubted these assertions on the score of age and whispered that Master Roger ' s chief part at the Globe consisted in snuffing the candles , they dared not contradict him to his face , when , in his own castle , the Peacock , he related his oft repeated tales of the great man — tales generally based on the principle of one word for the subject and two for the teller .	1896	bl03327
the candles	snuff		It was , however , driven away before I could decipher it , by positive bodily pain , occasioned by my elder brother Tom , who , having been directed by my father to snuff the candles , took the opportunity of my abstraction to insert a piece of the still ignited cotton into my left ear .	1895	bl03497
silk - petalled flowers|softrayed softrayed candles	perfumes	subtle	The electric lights shrouded by silk - petalled flowers , the softrayed softrayed candles , subtle perfumes , the air heavy with wealth and ornament and luxury , touched her æsthetic sense , and led her naturally back to the accents of Celandine Ambrose .	1897	bl03551
pair of tarnished candlesticks	snuffed		& # 34 ; Barnaby ' s John ventured to observe , as he placed a pair of tarnished candlesticks , some three feet high , upon the table , and snuffed the lights they held .	1893	bl03627
candles	snuffing		Nobody can imagine nowadays what it was to have candles which required required snuffing , and which , if not attended to , soon began to bend and topple over with a small red column of consumed wick , in the midst of a black and smoking crust .	1895	bl03668
of burnt - out and quenched candle - ends	smell		The smell of burnt - out and quenched candle - ends pervaded the apartment , and slips of gray light appeared appeared between the curtains .	1889	bl03919
all his Saint ' s candles	snuff		The latter ' s concern For a speedy return Scarce left the Monk time to put on stouter sandals , Or go round to his shrines , and snuff all his Saint ' s candles ; Still less had he leisure to change the hair - shirt he Had worn the last twenty years — probably thirty , — Which not being wash ' d all that time , had grown dirty .	1895	bl03936
the|the candle	snuffing		The clerk stood by the table , occasionally snuffing the candle , and wishing she ' d take herself away again .	1899	bl03954
of incense|guttering wax - candles	odour	combined	A combined odour of incense and guttering wax - candles pervaded pervaded the air .	1894	bl03955
the candles	snuff|nose|snuffs		Seedy sits down , pulls the will out of his pocket , lays it on the table , takes out his snuff - box , takes a pinch , then his handkerchief , blows his nose , snuffs the candles , takes his spectacles from his tvaistcoal pocket , puts them on , breaks the seals , and bows to the company : Mrs .	1896	bl011327
of a candle	snuff		Half an hour thinking what you ' d put on ! and who the deuce do you think cares the snuff of a candle whether you ' ve anything on or not pray , cried Mrs .	1895	bl011374
out candles	snuffing		Although mass was over when we entered , fully a thousand worshippers still knelt on the marble floor , not in a compact body , but scattered here and there over the vast edifice : a man in a red cloak was going around with a long pole , snuffing out candles .	1892	bl011551
American fees|candles	sniffing|snuffing		The man in the red cloak , sniffing American fees in the air , stopped snuffing candles , and conducted us through a long E 2 AFLOAT AND ASHORE 32 CHAPTER III A Gloomy Dungeon — Living Men in Coffins and Shrouds — Perpetual Isolation — How a Nunnery was transformed — A Fat Judge , a Squal - ling Baby , and a Frightened Family — Miss Detroit invites us to the Theatre — A Visit to Portugal ' s Dead Royalty — Ghastly Appearance of the Kings and Queens BEING interested not only in free , but also in convict labor , I set out to investigate the condition and policy of the Portuguese penitentiary .	1892	bl011551
of a candle	snuff		I wouldn ' t give the snuff of a candle for a fellow who hasn ' t the pluck to back his own play , or his own said Osmond with a sneer .	1898	bl011578
of expiring candles	perfume		Among the miseries of commercial life , we may instance the one of rising at three o ' clock on an inclement winter morning , or haply - sitting up till that time in a cold , solitary bar , amid the perfume of expiring candles .	1898	bl011763
of the burnt candle	snuff|snuff		The snuff of the burnt candle of enjoyment he calls regret , repentance .	1898	bl011848
incense|of|of a|a|of a wax - candle	snuff|snuff	offensive	Woffington in Dublin said he , You have long been the subject of true praise , and have ' received many public instances of it from the admiring world : but the scribbling fools here offer it up so fulsome , that instead of incense , I daresay it is as offensive to you as the snuff of a candle — now , madam , if my praise proves the snuff of a wax - candle , it will at least not offend , and I shall have reason to be This simile is rather Playing at Drury Lane 103 entered into an engagement with Fleetwood to play at his theatre in the coming autumn .	1897	bl011864
the candles	snuffed		She paused , and stirred the fire , and snuffed the candles , and then she said , in a sounding whisper — Ghosts ! She looked at Miss Pole , as much as to say , she had declared it , and would stand by it .	1896	bl06057
Sir Carnaby|A candle	stinks		What was to be done ? — ' twas perfectly plain They could not well hang the man over again : What was to be done ? — The man was dead ! Nought could be done — nought could be said ; So — my Lord Tomnoddy went home to bed I The clock strikes five ! the sheriffs arrive , And the crowd is so great that the street seems alive ; But Sir Carnaby Jenks blinks and winks , A candle burns down in the socket , and stinks .	1891	bl06160
— the hot candle	odour	nasty	There are a few sparks , a nasty odour — the hot candle grease runs over .	1893	bl06303
of the burnt candle	snuff|snuff		The snuff of the burnt candle of enjoyment he calls regret , repentance .	1893	bl06317
of many breaths|candles	reek		The reek of many breaths and candles nearly drove her back , but she pressed forwards towards a remembered window , through a crowd of bewigged women , shaking their bodies fervently to and fro .	1892	bl06404
of tea and sugar|candles|Macdougall ' s sheep dip	fragrance	blended	At five o ' clock to a minute Posty appeared every morning in the village shop , which had accumulated during the night a blended fragrance of tea and sugar , and candles and Macdougall ' s sheep dip , and where Mrs .	1898	bl06657
of soap|pickles|pepper|candles|coffee	smell|whiff		A dark store - room opens out of it , and that is a place to be run past at night ; for I don ' t know what may be among those tubs and jars and old tea - chests , when there is nobody in there with a dimly - burning light , letting a mouldy air come out at the door , in which there is the smell of soap , pickles , pepper , candles , and coffee , all at one whiff .	1891	bl06923
the candles	snuffed		Then the house rose at him , and , with a smile on his honest face , Blythman snuffed the candles as a welcome to the next speaker .	1896	bl02033
the|the candles	snuffing		He looked at his wife keenly , and , amusing himself by languidly snuffing the candles , said : Emma , Mr .	1894	bl02071
his candles	snuffing		' He made the change , and slept very well at night , but suddenly found that somehow he couldn ' t read in the evening : he got nervous and uncomfortable , and used to be always snuffing his candles and staring about him .	1893	bl02200
of the dry rot|from clamp cloaks|festering umbrellas|the coarsest tallow candles	odour|scent|exhalations	agreeable|various	They are , for the most part , low - roofed , mouldyrooms , where innumerable rolls of parchment , which have been perspiring in secret for the last century , send forth an agreeable odour , which is mingled by day with the scent of the dry rot , and by night with the various exhalations which arise from clamp cloaks , festering umbrellas , and the coarsest tallow candles .	1893	bl02200
his candles	snuffing		' He made the change , and slept very well at night , but suddenly found that , somehow , somehow , he couldn ' t read in the evening : he got nervous and uncomfortable , and used to be always snuffing his candles , and staring about him .	1893	bl02219
innumerable rolls of|of the dry rot|from damp cloaks|festering umbrellas|the coarsest tallow candles	odour|scent|exhalations	agreeable|various	They are , for the most part , low - roofed mouldy rooms , where innumerable rolls of parchment , which have been perspiring in secret for the last century , send forth an agreeable odour , which is mingled by day with the scent of the dry rot , and by night with the various exhalations which arise from damp cloaks , festering umbrellas , and the coarsest tallow candles .	1893	bl02219
of the candles	snuffs		And I says to Sophy , Now Sophy my good girl have a regular day for your stoves and keep the width of the Airy between yourself and the blacking and do not brush your hair with the bottoms of the sauce - pans and do not meddle Avith the snuffs of the candles and it stands to reason that it can no longer be yet there it was and always on her nose , which turning up and being broad at the end seemed to boast of it and caused warning from a steady gentleman and exceUent lodger Avith breakfast by the week but a little irritable and use of a sitting - room when required , his Avords being Lirriper I have arrived at the point of admitting that the Black is a man and a brother , but only in a natural form and when it can ' t be got Well consequently I put poor Sophy on to other work and forbid her answering the door or answering a bell on any account but she was so unfortunately willing that nothing would stop her flying up the kitchen - stairs whenever a beU was heard to tingle .	1893	bl02447
the|the candles	snuffing		The pair ot ( shoes made of cloth list ) were for the use of the verger , that he might be able to move noiselessly about in snuffing the candles .	1889	bl02722
one|the candles	snuffing		Mirepoix had taken one of the candles with him , and the other wanted snuffing .	1892	bl05142
of extinguishing candles	smell		The card - players resolutely kept their seats , and even the smell of extinguishing candles had no effect upon their callous senses .	1895	bl05230
of candleburning candleburning	smell	such	Coming back to Brechtjen , with a smile of affectionate approval , she laid her hand upon the girl ' s fair head , kissed her fondly , and said to her — Now I know why there is such a smell of candleburning candleburning in our bedroom when I come upstairs at night , hours later than you do ! And now , dear child , I know why these cheeks of yours are so pale ! I do not wish you to work so hard ; but you are my own brave child ! No , mother , it is you who are answered Brechtjen , turning her face away , for her eyes were full of tears .	1896	bl05319
of a candle	snuff		The snuff of a candle , the wick of a lamp , the bloom ou a peach , the down on a butterfly .	1892	bl05345
two kitchen candles|two	snuffed|snuffed		Knag slowly snuffed two kitchen candles on the counter , and two more in the window , and then snuffed himself from a box in his waistcoat pocket .	1892	bl05345
