Smell_Source	Smell_Word	Quality	Sentence	year	Book
gladioli|roses|geraniums|fuchsia|ragged - robins|sweetpeas|sweetpeas|Christmas roses|foxgloves|pinks|the gorse|its|the home flowers	scent	strong sweet	In the garden here there are growing heliotrope , gladioli , roses , and geraniums in profusion , fuchsia , ragged - robins , sweetpeas , sweetpeas , Christmas roses , foxgloves , pinks , and the gorse , with its strong sweet scent , and all the home flowers .	1886	bl53792
glove|box	scented|scented	sweet|scented|scented	And uncle has written and written , and make all kinds of inquiries , and to no Let me see ! How long is it since your papa did write , dearie ? It will be eight years next August since uncle heard last , nurse — I asked him the other day — and he sent money for me , and that beautiful gold necklace , you know ; and the sweet - scented glove - box , made of sandal - wood and silver , that was meant for real auntie — only , of course , Janetta has it , and calls it The nasty , greedy cat ! It ' s all fish that comes to her net , the covetous , mean - minded creature ! I went to church , you know , on Christmas - day — not because I wanted to , for I like my own Methody chapel ten times better — but I wanted to see you , dearie .	1883	bl56015
organs|harmoniums|furniture|carpets|fountains|sewing|machines|shawls|robes|mantles|bonnets|lace|gloves|cradles|baby - linen|wine|spirits|liqueurs|books|clocks	scent -		Among the remaining prizes which are to be exhibited shortly at the Palais de 1 ' Industrie there is a multitude of pianos , organs , harmoniums , furniture , carpets , scent - fountains , sewing - machines , shawls , robes , mantles , bonnets , lace , gloves , cradles , baby - linen , wine , spirits and liqueurs , books , clocks , watches , toys , engravings , perfumery , perfumery , and underclothing for ladies and gentlemen .	1880	bl56113
loomask|pulvil pulvil purse|gloves	scented|scented	scented|scented	A few French romances , the last plays of Etherege , Dryden , and Shadwell , a volume of Cowley , and some amorous songs lay on the table ; and not far from them were a loomask , pulvil pulvil purse , a pair of scented gloves , a richly - laced niouchoir , a manteau girdle , palatine tags , and a golden bodkin for the hair .	1884	bl56138
sticks|opera|glasses|gloves|ladies '|bottles|boxes of pills|other patent medicines	scent		If not claimed within two years , they are sold by public auction , and a pretty miscellaneous sale a railway auction is , consisting of coats , shawls , hats , caps , rugs , walking - sticks , umbrellas , parasols , opera - glasses , gloves , ladies ' scent - bottles , boxes of pills and other patent medicines , hair - dyes , and other articles .	1887	bl56254
gloves|STRANGE	scented|scented	fatally - scented|scented	He was discoursing of the secret poisons of the Borgias , and those employed during the ancien regime in France ; of rings that gave death in a handshake ; of fatally - scented gloves , A STRANGE STORY .	1889	bl52706
organs|harmoniums|furniture|carpets|fountains|sewing|machines|shawls|robes|mantles|bonnets|lace|gloves|cradles|baby - linen|wine|spirits|liqueurs|books|clocks	scent -		Among the remaining prizes whicli are to be exhibited shortly at the Palais de rindustrie there is a multitude of pianos , organs , harmoniums , furniture , carpets , scent - fountains , sewing - machines , shawls , robes , mantles , bonnets , lace , gloves , cradles , baby - linen , wine , spirits and liqueurs , books , clocks , watches , toys , engravings , perfumery , perfumery , and underclothing for ladies and gentlemen .	1882	bl52715
gloves	scented|scented|buttoned|buttoned	scented|scented|buttoned|buttoned	AA ' agers of gloves , scented and many - buttoned , are concluded between belles and beaux , on terms singularly partial to the former .	1882	bl52719
of white kid gloves|bouquets	odour		The ball - room was already filled , and oh ! how gay , how dazzling everything appeared ! What a rustling of silks and fluttering of muslins , and quivering of ribbons and ladies ' curls ! What an odour of white kid gloves , too , and bouquets , and perfumery ! And then the glittering glittering of the jewels ! The elderly people enjoyed the sight at any rate , seated on their satin sofas all round , and smiling to one another .	1885	bl52869
heads of the foxgloves	scented|scented	scented|scented	The greedy bees begin to hum with drowsy pleasure over the scented heads of the foxgloves , and the long , slim dragon - flies with their filmy , prismatic wings dart backwards and forwards like so many living jewels .	1885	bl52871
sweetbriar|the A \ roodbine|the purple foxglove|foxglove|ferns	fragrant|fragrant fragrant|fragrant	fragrant|fragrant fragrant|fragrant	The fragrant fragrant sweetbriar , the A \ roodbine , the purple foxglove , foxglove , and ferns as large as shrubs grew7 there .	1884	bl52876
gloves|sweet	perfumes		83 We travel all day through dirt and through mire , To fetch you fine laces and what you desire ; No pains do we spare to bring you choice ware , As gloves and perfumes , and sweet powder for hair .	1884	bl55248
sticks|opera|glasses|gloves|ladies '|bottles|boxes of pills|other patent medicines	scent		If not claimed within two years , they are sold by public auction , and a pretty miscellaneous sale a railway auction is , consisting of coats , shawls , hats , caps , rugs , walking - sticks , umbrellas , parasols , opera - glasses , gloves , ladies ' scent - bottles , boxes of pills and other patent medicines , hair - dyes , and other articles .	1879	bl55661
Gloves	perfume	faint	You should have seen him in the street Of the little Boston of Winthrop ' s time , His rapier dangling at his feet , Doublet and hose and boots complete , Prince Rupert hat with ostrich plume , Gloves that exhaled a faint perfume , Luxuriant curls and air sublime , And superior manners now obsolete ! He had a way of saying things That made one think of courts and kings And lords and ladies of high degree ; So that not having been at court Seemed something very little short THE OLD DRAMATISTS AND THE OLD POETS , With Biographical Memoirs , & amp ; c .	1880	bl55896
The glove	smells	sweet	— The glove smells sweet inside ; that ' s good to touch .	1884	bl51036
embroidered gloves|sweet|bags|leather jerkins	perfumed|perfumed|perfumes	perfumed|perfumed|costly	To him is assigned the credit of first introducing from Italy into this country embroidered gloves , sweet - bags , perfumed leather jerkins , and costly washes or perfumes ( Stow ) .	1885	bl51135
gloves	perfumed|perfumed	perfumed|perfumed	He ingratiated ingratiated himself with the queen by presenting presenting her with a pair of perfumed gloves trimmed with tufts or roses of coloured silk .	1885	bl51135
bottles|lace|gloves	smelling		Two young ladies belonging to an old but utterly ruined family , whose parents were too poor to keep a servant , used to excite a sensation , during their evening promenade , by the most fashionable of hats and costumes , costumes , with their fans , smelling - bottles , lace handkerchiefs , and gloves , all complete .	1886	bl51202
Cypress|Gloves|Bugle|bracelet|necklace	Perfume		Wedding is great Juno ' s crown ; O blessed bond of board and bed ! Lawn , as white as driven snow ; Cypress , black as e ' er was crow ; Gloves , as sweet as damask roses ; Masks for faces , and for noses ; Bugle - bracelet , necklace - amber , Perfume for a lady ' s chamber : Golden quoifs and stomachers , For my lads to give their dears ; Pins and poking - sticks of steel , What maids lack from head to heel : ' Tis Hymen peoples every town ; High wedlock then be honoured : Honour , high honour and renown , To Hymen , god of every town ! As You Like It .	1881	bl51271
its|its|gloves|gloves	perfumes|perfumed|perfumed	perfumed|perfumed	Grasse , indeed , has always been knoAvn for its perfumes , and especially for its perfumed gloves , Avhich were as famous in their own day as the leather of Cordova .	1885	bl57844
buttercups|foxgloves	scents	sweetest	How charming is the summer eve , removed from cities far , Where Nature ' s spotless loveliness nought inter - venes to mar ; Where wild - rose and convolvulus are woven in the hedge , And buttercups and foxgloves gay rise from the brooklet ' s edge ; Where zephyrs waft their sweetest scents adown the waving wood , And the soothing songs of Nature ' s choir impel us to intrude : — When shadows creep across our path , and Day is well - nigh dead , ' Tis then that Summer ever seems her glamour best to spread .	1886	bl57910
Pomades|Hair|Tooth Brushes|Combs|Sponges|Bath Gloves|Ceylou	Perfumes		Ture Drugs and Chemicals , Patent Proprietary and Homœopathic Medicines , Fancy and Skin Soaps in great variety , Perfumes — - Leading specialities from British , American , French and German Manufacturers , Pomades , Hair and Tooth Brushes , Combs , Sponges , Bath Gloves , Select Toilet Requisites and Family Medical Appliances , Mineral Waters and Salts , Ærated Waters , & amp ; c , Choice Blends of Finest Indian and Ceylou Teas , Coffees , Cocoas , Sugars , Spices , & amp ; c , Prime Irish Bacon and Hams , .	1888	bl57998
pink|the wild anemone|The foxglove|heather|thyme|all the flowers	Perfumed|scents|fragrant|fragrant|smelling|smelling	fragrant|fragrant|sweet|smelling|smelling	And , as he looked , a breeze blew on his face , Perfumed with scents from all the lovely race Of flowers that blossom by the windy sea , — The fragrant pink , the wild anemone , The armed thistle ere its head grows old And the winds blow its beard across the wold , The foxglove , heather , and sweet - smelling thyme , — Yea , all the flowers , from north to southland [ The princes form a league to attack the stronghold stronghold of the king of Mana and carry off his beautiful beautiful daughter Blanid .	1879	bl510047
gloves	scented|scented	Spanish scented|scented	Moor and Creed to Hyde Park , by coach , and saw a fine foot - race tliree times round the Park , between an Irishman and Crow , that was once my Lord Claypole ' s This was followed by a horse - race , and in the interval which occurred between the two performances performances a milk - maid avent about , cryhML of a red cow ! which the humbler sp ^ ^ ^ ks partook partook of — the meanwhile sippi ^ JPillabub with sack in The ladies , ave are further told , wagered scarlet stockings and Spanish scented gloves on their favourite steeds .	1879	bl510226
great clusters of wild sweet roses|may - boughs|foxglove	scented|perfumed|perfumed	perfumed|perfumed	The shady woodland pathways were made bright by the speedwell ' s blue eye glancing through the feathery tresses of the waving fern , and great clusters of wild sweet roses clung lovingly to the snow - wreathed may - boughs which scented each breath of the passing wind , while the tall foxglove stood proudly erect , waving its crimson bells in the perfumed breeze , and peeping upward through the tall tree - tops to catch a glimpse of the golden sunshine beyond .	1885	bl510348
of hothouse flowers|kid gloves	scent		And then there was the sound of children ' s voices and laughter as they all came trooping in , with a crisp rustle of delicate dresses and a scent of hothouse flowers and kid gloves , that reached Dandy where he lay : it reminded him of evenings long ago when Hilda had had parties , and he had been washed and combed and decked out in ribbons for the occasion , and children had played with him and given him nice things to eat — they had generally disagreed with him , but now he could only remember the pleasure and petting of it all .	1884	bl510403
gloves	scented|scented	scented|scented	The last game Avas played out ; the waxlights waxlights were burning low ; Madame la Marquise Marquise again took her scented gloves , and , rising , everyone took leave of each other .	1889	bl510430
of kid - gloves|Eau - de - Cologne	scents|Smelling		Ah ! rare golden gleam Of sack in silver goblets gilt within ! — ' Bright evanescent raptures of champagne — Brisk bottled stout in pewters creamy - crowned ! And here should sit , ' neath gay - fringed parasols , Fair creatures with blue eyes and golden curls ( Not drenched with scents as foreign ladies are ) , Smelling of kid - gloves and Eau - de - Cologne .	1881	bl510754
primroses|hyacinths|cowslips|wild roses|honeysuckle|ferns|foxgloves|foxgloves|their	perfume		Works , and the Lodge - gates of Gwysauey , along the Rhydymwyn road for two miles , and shortly after passing a smithy , called Efel branches off to the right , along a narrow lane that will prove attractive to the botanist , ami the lover of wild flowers , for here nature displays her varied according to the season of the year , primroses , hyacinths , cowslips , wild roses , honeysuckle , ferns , foxgloves , foxgloves , and innumerable other wayside flowers gladden the sight , and give the air the redolence of their perfume .	1891	bl08076
fringes|coils|hats|gloves|spidery nets	perfumes		Lucy was never nervous or irritable , never read anything but the fashions — never studied aught but paper patterns , hair curlers , wavers — frizzes , fringes , coils , perfumes , hats , gloves , spidery nets , etc .	1896	bl08250
of her gloves	scent		And yret here was everything as it had been when I was a child ; and all through the agency7 of this solid phantom of a lovely young English duchess , whose warm gloved hands I had only this minute been holding in mine ! The scent of her gloves was still in my palm .	1892	bl08362
this|fellow|gloves	smelling|stinking|stinking|scenting|scenting	stinking|stinking|scenting|scenting	nose , to prevent your smelling this stinking fellow ; also with a reference to the practice common in those days of scenting gloves ; cp .	1893	bl08727
of|of gloves	scented|scented|buttoned|buttoned	scented|scented|buttoned|buttoned	Wagers of gloves , scented and many - buttoned , are concluded between belles and beaux , on terms singularly partial to the former .	1897	bl08808
monthly|briers|the dear old Provence rose|foxglove|the snapdragon	fragrant|fragrant	fragrant|fragrant	There are hollyhocks and sweet - williams , ten - week stocks , London - pride , blue forget - menots forget - menots and white woodruff , monthly roses , sweet briers , the dear old Provence rose more fragrant than ever , foxglove and his half - brother the snapdragon , and a host of other familiar faces all THE MIRACLE .	1895	bl04393
gloves	fetish	mystic	No ; he would dearly like my gloves , and they should be handed down to posterity as an heirloom , a mystic fetish .	1889	bl04431
Enguerrand|gloves	perfumes		43 Raoul and Enguerrand , sons of that mocker of man , the Count de they keep a shop ! You are A shop at which you may buy gloves and perfumes , Rue de la Chaussee d ' Antin .	1895	bl04474
gloves|ribbons|laces|fans|things	scent		' The favourite places of resort in the City were the galleries of the Royal Exchange , filled with shops for the sale of gloves , ribbons , laces , fans , scent , and such things .	1894	bl04498
gloves|French cambrics|embroideries|cosmetics	scents		' ■ Who can observe the careful ant , And not provide for future want ? thought Lucy , as she again applied the key to the drawer in the library table containing the coroneted note - paper with the talismanic talismanic words Beldon Hall in gilt characters on the top , in order that she might again test the liberality of the Londoners for shoes , scents , gloves , French cambrics , embroideries , cosmetics , and miscellaneous articles generally .	1892	bl04557
gloves	perfumes|perfumed|perfumed	perfumed|perfumed	O Frank ! Frank ! have you come out on purpose to break the hearts of all Bideford burghers ' daughters ? And if so , did you expect to further that triumph by dyeing that pretty little pointed beard ( with shame I report it ) of a bright vermilion ? But we know you better , Frank , and so does your mother ; and you are but a masquerading angel after all , in spite of your knots and your perfumes , and the gold chain round your neck which a German princess gave you ; and the emerald ring on your right forefinger which Hatton gave you ; and the pair of perfumed gloves in your left which Sidney ' s sister gave you ; and the silver - hilted Toledo which an Italian marquis gave you on a certain occasion of which you never choose to talk , like a prudent and modest gentleman as you are ; but of which the gossips talk , of course , all the more , and whisper that you saved his life from bravoes — a dozen , at the least ; and had that sword for your reward , and might have had his beautiful sister ' s hand beside , and I know not what else ; but that you had so many lady - loves already that you were loth to burden yourself with a fresh one .	1897	bl04744
gloves|cigars|society papers|flowers	scent|perfume		Kiosques were conveniently situated here and there , where scent , gloves , cigars , or society papers might be purchased as a solatium for either sex , and flowers in every variety of shade and colour made the air redolent with perfume .	1889	bl04810
gloves	perfumes		Little presents — feminine he knew by the perfumes floating round them — gloves and THE SHADOW OF CONSPIRACY 459 me how you know said Merthyr .	1897	bl04911
foxglove|common white clover|white violets	scentless|scentless	scentless|scentless	And of minor flowers , tliere are our own buttercup , foxglove , and common white clover , and white violets ( which , however , are scentless ) , and a most fascinating wild passion - flower , pure white , and enfolded in a mossy calyx just like a white moss - rose .	1892	bl013113
the foxglove|of the honeysuckle|the petals of the June	scent	sweet	How big the hills looked , after the flat , monotonous country round Cambridge ! How delicious A \ * ere the dusky lanes between the high green hedgerows , Avith the foxglove growing tall , ancl the sweet scent of the honeysuckle , and the petals of the June roses falling like summer snow upon their path ! Molly had seen it all a thousand times before , but she never felt until to - night , as she Avas jolted up and down on the back seat of the 19 — 2 34 THE JUNIOR DEAN abstruse calculations , which Madge thought Avere arithmetical exercises for the mathematical mathematical part of the Little - go in which Molly had been so ignominiously jJucked .	1891	bl013402
Cyprus|Gloves|Bugle	Perfume		Evidence that the fair was flourishing in the early part of the present century is given in Lord Lennox ' s Reminiscences , Reminiscences , wherein he narrates that when he was first at Westminster school he attended the then celebrated booths of Scowton , Saunders , Richardson , and Gyngel at Tothill - fields It will accordingly be conceded that the good people of Westminster , from the earliest times , did not lack opportunity opportunity for purchasing their Rings , gauds , conceits , Knacks , trifles , nosegays , sweetmeats ; , ; or , as Autolycus sang — Lawn , as white as driven snow ; Cyprus , black as e ' er was crow ; Gloves , as sweet as damask roses ; Masks , for faces , and for noses ; Bugle bracelet , neklace amber , Perfume for a lady ' s chamber : Golden quoifs , and stomachers , For my lads to give their dears ; Pins , and poking sticks of steel ; What maids lack from head to Winter ' s Tale .	1892	bl013707
gloves	scented|scented	Spanish scented|scented	Moor and Creed to Hyde Park , by coach , and saw a fine foot - race three times round the Park , between an Irishman and Crow , that was once my Lord Claypole ' s This was followed by a horse - race , and in the interval which occurred between the two performances performances a milk - maid went about , crying Milk of a red cow ■ which the humbler spectators partook partook of — the meanwhile sipping sillabub with sack in The ladies , we are further told , wagered scarlet stockings and Spanish scented gloves on their favourite steeds .	1897	bl013900
knots|gloves	perfumes|perfumed|perfumed	perfumed|perfumed	Oh , Frank ! Frank ! have you come out on purpose to break the hearts of all Bideford burghers ' daughters ? And if so , did you expect to further that triumph by dyeing that pretty little pointed beard ( with shame I report it ) of a bright vermilion ? But we know you better , Frank , and so does your mother ; and you are but a masquerading angel after all , in spite of your knots and your perfumes , and the gold chain round your neck which a German princess gave you ; and the emerald ring on your right fore - finger which Hatton gave you ; and the pair of perfumed gloves in your left which Sidney ' s sister gave you ; and the silver - hilted Toledo which an Italian marquis gave you on a certain occasion of which you never choose to talk , like a prudent and modest gentleman as you are ; but of which the gossips talk , of course , all the more , and whisper that you saved his life from bravoes — a dozen , at the least ; and had that sword for your reward , and might have had his beautiful sister ' s hand beside , and I know not what else ; but that you had so many lady - loves already that you were loth to burden yourself with a fresh one .	1896	bl012060
gloves|parasols|their|forms	odours|perfumed|perfumed	sweet|profusely perfumed|perfumed	With rich silk dresses , bonnets a la mode , ear pendants three inches long , gorgeous shawls and splendid veils , silk stockings , kid gloves , and parasols in hand , dispensing sweet odours from their profusely perfumed forms , they disembark , and are assigned as servants and distributed to the expectant settlers .	1896	bl012257
box of fresh flowers|brushes|fans|gloves|beads|ornaments|ornaments	scents		A box of fresh flowers stood on one chair , the toilet - table was covered with brushes , scents , fans , gloves , beads , ornaments , ornaments , and all the etceteras which go towards making the toilette of a young lady complete .	1898	bl012610
handkercher|Gloves	scented|scented	scented|scented	' Goodness , what a swell he is to - night with his scented handkercher ' ! Gloves , too , and new ones .	1893	bl0368
Calf -|glove|horse hides|hides|some	scented|scented	scented|scented	Calf - skins from Bordeaux , glove - kid skins from France , kid and patent calf - skins from Germany , horse hides , both satin and patent , from America , and the well - known scented hides from Bussia , as well as some dressed crocodile skins and other special leathers .	1891	bl0434
furs|handkerchiefs|gloves|washes	scents		There was an open walk above , with cellars beneath ; and some rows of shops were principally occupied by sempstresses and milliners , who dealt in caps and ribbons , furs , handkerchiefs , gloves , scents , and washes for the Among the gay crowd that sauntered to and fro on the afternoon of November 23rd , 1653 , was a young Royalist Royalist gentleman , a Major Gerard .	1890	bl0519
of grasses|foxgloves|tall spikes of purple loosestrife|dense clusters of white|meadow - sweet|nots|nots|speed - wells	scented|scented	sweetly|scented|scented	of grasses ; foxgloves , and tall spikes of purple loosestrife ; and dense clusters of white , sweetly - scented meadow - sweet , forget - me - nots , forget - me - nots , and speed - wells .	1894	bl0542
bunches of flowers|gloves	scent		Going to church indeed ! But it ' s to church such will go — bunches of flowers in their breasts , and scent , and gloves , and airs — in God ' s house , and on the Sabbath - day ! said Mrs .	1897	bl0690
bouquets|gloves	scented|scented	sweet - scented|scented	' Some even , like female Davids , have disposed of their thousands — by means of Poison : Poison in drops , Poison in closes , Poison in little pills , Poison in gloves and peaches , and pretty bouquets and sweet - scented gloves — Poison administered with all the subtle ingenuity which distinguishes the Female Mind , and all the refined cruelty of wdiich the Female Heart is capable .	1891	bl0697
of black gloves and funeral flowers	smell	sickly	above was empty with that emptiness only a funeral can leave , and the mournful , little party of guests had departed , and he sat in the dining - room , that was pervaded with the sickly smell of black gloves and funeral flowers , and tried to re - arrange his life ' s programme .	1894	bl0827
gloves	fringed|fringed|scented|scented	fringed|fringed|scented|scented	' You ken I ' m going to be married , Ailie , ' said Babby complacently and tentatively , while she played with her fringed and scented gloves , and looked out of the corners of her crafty eyes at Ailie .	1895	bl03365
Bags|Bottles Chatelaines|Cigars Cases Inkstands|Blotters Glove	Smelling		Bags , Smelling Bottles Chatelaines , Cigars Cases Inkstands , Blotters Glove & amp ; Handkf .	1890	bl03432
of some gloves	scent		96 OLD TOURAINE suddenly and died — of a pleurisy , so it was given out ; but rumours were persistently spread that her death was owing to the scent of some gloves skilfully prepared by Rene , the Queen ' s Florentine perfumer ; and these reports gained credence from the fact that Ambroise Pare , in his examination of the body , was forbidden to look at the brain , the sole organ that Rene ' s poisons would have touched .	1898	bl03490
glove|photo|perfume	odour	delicious delicacy	Firstly , he recalled a particularly brilliant tunnel with a row of lights along the centre of its domed roof ; upon each side a sequence of dazzling shops , chiefly glove , photo and perfume shops — the last pervading the atmosphere with a delicious delicacy of odour ; a crowd of especially well - dressed men and women , apparently all more or less acquainted with each other ; men ' s silk hats gleaming refulgent in the refractions of light from shops and roof ; a sudden meeting with Mr .	1892	bl03985
Their|deep|Of purple clover|the foxglove	mystic|mystic essence|breath|scent	mystic|mystic	Thus Spring sped past me , singing as she went , While flow ' rs sprung up more thickly in her track And glowed more richly , and the brimming brook Grew broader as it neared the woodland ' s marge , Where fir - trees here and there let in the blue Which bent above them , and diffused afar The subtle mystic essence which the sun Distils from their young branches ; and I thought Their breath pursued me as I reached the wide , Warm , basking meadows of full summertide , Where splendid poppies burnt like balls of fire Amid the knee - deep grasses , and the scent Of purple clover lured the dusty bees From their sweet quest among the foxglove bells And meadow - sweet along the river bank ; For now the brook had broadened , and become 5 3n tbe XTCloobs .	1897	bl03992
a bunch of ribbons|pair of gloves	perfumes		He was full of natty ideas for giving Dewence pleasure — a bunch of ribbons , a pair of gloves , perfumes , and endless nick - nacks ; as far as his cash would permit he was always bringing her gifts of this kind .	1896	bl011010
glove	scented|scented	scented|scented	wore , The wee , scented glove set my heart afresh bleeding , But leave them untouched as she left them of yore .	1895	bl011228
of her glove	perfume		The perfume of her glove lingered yet upon his hand as he passed it across his face .	1891	bl011422
Bath Gloves|Friction Gloves|Brushes|Tooth Brushes|Nail Brushes|Hair Brushes|Perfumes|Perfumes|Fine Old English Lavender Water|Hygienic Skin Soap|Metal Soap Cases|Blue Bells of Scotland Bouquet	Perfumes|Perfumes|Perfume		Also Bath Gloves , Friction Gloves and Brushes , Tooth Brushes , Nail Brushes , and Hair Brushes , Perfumes , Fine Old English Lavender Water , Hygienic Skin Soap , Metal Soap Cases , the New Delightful Perfume , Blue Bells of Scotland Bouquet , and every Toilet Requisite of Best Quality .	1889	bl011467
glove|glove	scented|scented	scented|scented	Drawing off her scented glove she gave me her jewelled hand , which was very white and shapely , to kiss .	1896	bl011836
gloves|of benzine	smell	horribly	Ought I to wear my new Bertha , do you suppose ? And about gloves ? My only evening pair are long past mending , and smell horribly of benzine .	1890	bl011920
of honeysuckle|dog - roses|moon - daisies|tall foxgloves|feathery grasses	perfume		The day was hot and sultry , the air heavy with the perfume wafted from the hedgerows , now in their fullest bloom , and filled with a rich profusion of honeysuckle , dog - roses , moon - daisies , tall foxgloves , and feathery grasses .	1896	bl011977
The|The red|red and white|the foxglove	scent	pleasant	The red and white campions send out a pleasant scent , and the foxglove , that has a pleasing record with boys , and countless others , bloom .	1892	bl06109
gloves|stockings|hair|brushes|bottles	scent -		A man by himself , for instance , cannot easily select a hat for a woman , or a jacket , or boots , though he can easily send her gloves , stockings , hair - brushes or scent - bottles .	1897	bl06364
its|gloves	perfumes|perfumed|perfumed	perfumed|perfumed	Grasse , indeed , has always been known for its perfumes , and especially for its perfumed gloves , which were as famous in their own day as the leather of Cordova .	1892	bl06601
of some gloves	scent		96 OLD TOURAINE suddenly and died — of a pleurisy , so it was given out ; but rumours were persistently spread that her death was owing to the scent of some gloves skilfully prepared by Remf , the Queen ' s Florentine perfumer ; and these reports gained credence from the fact that Ambroise Pard , in his examination of the body , was forbidden to look at the brain , the sole organ that Rene ' s poisons would have touched .	1892	bl06701
from new mown fields|of the woodbine|wild rose|fern|foxglove|many other flowers	scent|perfume	delicious	It is the time of haying ; the scent from new mown fields , and the perfume of the woodbine and wild rose are delicious ; whilst fern and foxglove , and many other flowers , add to its charms .	1892	bl02488
Gloves|sachets of Spanish leather full|herbs	scent		Gloves and fans innumerable , with bottles of scent from Targeon , sachets of Spanish leather full of herbs from Montpellier .	1890	bl02668
waters|gloves|stocking|caps	scented|scented	scented|scented	It has a fine archiepiscopal cathedral , and manufactures silks , scented waters , gloves , stocking , and caps .	1895	bl02907
kid - glove life	scented|scented	scented|scented	' ' Nature suits its life to the surroundings , ' said Brice earnestly ; ' these young men , I suppose , are framed to combat a scented kid - glove life , whilst we in our New World are easily overcome by what seems to them perfectly natural to everyday life .	1893	bl02967
of gloves|ribbons|laces|fans|things	scent		' The favourite places of resort in the City were the galleries of the Royal Exchange , filled with shops for the sale CHARLES THE SECOND 321 of gloves , ribbons , laces , fans , scent , and such things .	1892	bl02971
her|kid gloves|her cambric handkerchief	perfume|scented|scented	scented|scented	She was more intent on admiring the silken folds of her Aunt ' s dress , and revelling in the perfume of her scented kid gloves , and of her cambric handkerchief trimmed with lace .	1896	bl05319
of your gloves	fragrance|perfume|It	singular|faint|delicious|agreeable	I marvel Iioav your Avorship finds time to read such nonsense among your graver said the professor , looking uneasily uneasily about him , what singular fragrance is this in your apartment ? Is it the perfume of your gloves ? It is faint , but delicious ; and yet , after all , by no means agreeable .	1892	bl05467
The yellow Alpine foxglove|allspice	scented		The yellow Alpine foxglove was growing there in great beauty , and a flaming allspice , which I have never seen before , scented the whole air of the garden .	1893	bl05584
tropical flowers|bottles|packets of pale kid gloves	scent		To say nothing of the sumptuous supper and costly decorations of the room , there towered on all sides huge groves of tropical flowers , and pyramids of the finest bonbons ; while in the ladies ' toilet apartments rows of scent bottles , packets of pale kid gloves , and dozens of satin shoes , pink , blue , and white , stood ready ranged to meet any emergency that could possibly arise .	1891	bl01274
glove|broidered shoe	scented|scented	scented|scented	And lest too bright your beauty shine , Fling over all , fair daughter mine , A wimple of golden tissue free , A faery mist from head to O father , what have I to do With scented glove and broidered shoe ? Lovely robe and precious gem , What have I to do with them ? All I had I have sold to give Wherewith to bid the people live .	1899	bl01583
glove|the broidered	scented|scented	scented|scented	Bid your ladies bring for you The scented glove and the broidered shoe ; 11 Even the soul where God did see The very self of Charity .	1899	bl01583
gloves	perfumes		The French storekeepers bid eagerly for wares of European manufacture , the French planters sent their slaves down in dozens to purchase purchase luxuries only attainable from beyond sea , while the negroes , grinning from ear to ear , jostled and scolded each other in their desire to barter yams , plantains , fruit , poultry , and even , on occasion , pieces of actual money , for scarfs , gloves , perfumes , and ornaments — the tawdrier the better , which they thought might add to the gloss of their black skins , and set off their quaint , honest , ugly black faces to advantage .	1898	bl01604
the greensward|their|the foxglove	scent	delicate|more delicate	In early summer the greensward is gemmed with millions upon millions of hyacinths , with their delicate blue and more delicate scent ; later will come the foxglove in like profusion .	1894	bl01630
buttercups|foxgloves	scents	balmiest	How lovely are these woodland ways Clad in their summer dress , Where come not din and smoke to mar Their evening loveliness ; Where wild - rose and convolvulus Are wov ' n in every hedge , And buttercups and foxgloves glow By this clear brooklet ' s edge ; Where breezes waft their balmiest scents Adown the silent wood , And scarce a songster sings to break The hush of soUtude ; h 98 In Ellington Copse .	1899	bl01706
gloves	fragrant|fragrant	fragrant|fragrant	192 cloth , with his hands encased in fragrant gloves , getting out of a coach , called by kings , or sought by queens , in request by honest dames , applauded by magnates , and carried in triumph by all the people on the earth .	1893	bl01885
flowers|roses|lilies|fox - gloves|sweet|little wild blossoms|geraniums	scented|scented	scented|scented	There had been flowers of every description , roses and lilies , fox - gloves , sweet , little wild blossoms out of the hedgerows , scented geraniums , and deep - hued heart ' s - ease , all for the feet of Kate to touch as she passed down the path between the crumbling gravestones of the peaceful dead .	1897	bl01972
he|of civet|something|gloves|mous	smells	equally abominable	A homeward fever parches up my tongue — O let me cool it ' mong the zephyr boughs ! A homeward fever parches up my tongue — O let me slake it at the running springs ! The King is dead — long live the King ! It is a very little king who comes stepping towards us across the lawn from which the morning dew is not yet brushed ; he smells of civet , or something equally abominable ; wears gloves and mous tachios , and a hat that he might have stolen from Mr Titmarsh .	1894	bl07081
flowers|fruits|gloves	perfumes		So he undertook with alacrity to ride over twice a week from Carleen , and instruct this droll maiden in the science of Æsculapius , bringing to her feet , in place of the customary offerings of manhood , — flowers , fruits , gloves , perfumes , and a manly heart , — his collection of bones and medical books .	1892	bl07461
of some gloves	scent		96 OLD TOURAINE suddenly and died — of a pleurisy , so it was given out ; but rumours were persistently spread that her death was owing to the scent of some gloves skilfully prepared by Rene , the Queen ' s Florentine perfumer ; and these reports gained credence from the fact that Ambroise Pare , in his examination of the body , was forbidden to look at the brain , the sole organ that Rene ' s poisons would have touched .	1893	bl07488
of her gloves	scent		And yet here was everything as it had been when I was a child ; and all through the agency of this solid phantom of a lovely young English duchess , whose warm gloved hands I had only this minute been holding in mine ! The scent of her gloves was still in my palm .	1892	bl07534
my gloves	scent|smelt	strong	How about scent this morning , Sir Harry ? I shouldn ' t be surprised we run ; my gloves smelt strong this morning when I put them on .	1889	bl07572
