Smell_Source	Smell_Word	Quality	Sentence	year	Book
of the bleached oil|by|by ozone|ozone	odour	sweeter	The odour of the bleached oil produced by ozone is sweeter than that of oil after the chlorine bleachicg - process .	1898	jw264090
Ozone|its	odour	pungent	Ozone is plentiful in fresh air , but generally absent in crowded or dirty places ; it is a powerful oxidising agent , and may be usually recognised by its pungent odour .	1902	jw264307
of sea - water|with ozone|organic iodine	aroma|permeating	refreshing	Instantly dissolves in hot or cold water , to which it imparts the full properties and refreshing aroma of sea - water , at the same time permeating the air with ozone and organic iodine .	1933	jw264392
ozone|oamazone	stink|smell		The most recent specula - tion regards the discovery of a peculiar atmospheric conditioD , ascribed to a principle called ozone , or oamazone ( o ^ wv , stink , or oa / jii ) , smell ) , of which , as yet , we know nothing definite ; although many subtle instruments and appa - ratus are in use to detect and measure the amount of this prin - ciple in the air .	1863	jw264784
Ozone|fluorine|chlorine|bromine|iodine	odour	powerful	Ozone and the â   halogens , â   as fluorine , chlorine , bromine , and iodine are called , have all a powerful odour , and act on the skin in a corrosive manner .	1900	jw264789
ozone|its	smell		To the substance , whatever it may be , which possesses such powerful chemical affinities , Schonbein gave the name ozone , from its smell .	1901	jw2718144
ozone	smell		â   Pap ers soaked in mucilage of starch con - taining iodide of potassium form a test for free chlorine and nitrous acid , and are also employed by meteorologists to detect an allotropic or physically polymeric and energetic form of oxygen termed by Schonbein ozone ( from o ^ w , ozo , I smell ) .	1881	jw2714470
Ozone	odour	peculiar penetrating	â   Ozone is a modification of oxygen , occasioned by repeated electrical discharges , and characterized by a peculiar penetrating odour , with great affinity for organic matter , and which exercises a powerful influence on all organized , existence .	1870	jw2714936
of ozone|of the gases from the blood|of ozone	odour|odour|smell|odour	offensive|sweet	Wood and myself to a current of ozone ; for a few minutes the odour of ozone was destroyed by the odour of the gases from the blood ; gradually the offensive smell passed away , then the fluid mass became quite sweet , and at last a sweet odour of ozone was detected , whereupon the current was stopped .	1870	jw2714936
Ozone	odour	penetrating	Ozone is a substance of a penetrating odour , and is supposed to be generated in the atmosphere by the action of the electric fluid .	1898	jw2714979
Pure water|of ozone	odour	odourless|slight	â   Pure water is odourless except in certain cases , where , when freshly drawn , there is a slight odour of ozone .	1900	jw271010
ozone	odor	peculiar	It has been mentioned that this peculiar odor , which is evolved in several processes , such as the oxidation of phosphorus , the passage of the electric spark through gases containing oxygen , is ascribed to the same substance , namely , ozone .	1859	jw271037
benzoic acid|coionarin|to newly - made hay|ozone|dust|pollen	odour|odours	of various kinds	In the second division we place those agents which cannot be produced artificially and which are not capable of being controlled or altered in any way when generated naturall3 ^ In the first division will be found benzoic acid , coionarin ( the substance which gives the odour to newly - made hay ) , other odours of various kinds , ozone , dust , and pollen .	1880	jw2711320
fruit|air|hartshorn|over|over|exertion|exertion|ozone|71|79|smoke|Iodide	foul|foul|odours|perfumes	foul|foul	Hay - fever , supposed causes of : Animal emanations , 37â   63 , 128 ; Ascaris megalocephala , 37 , 43 ; benzoic acid , 34 , 71 ; brimstone matches , 42 â  ¢ cam - phor , 42 ; cinders , 43 ; chills , 43 ; coumarin , 71 ; dampness , 42 ; dust , 13 , 19 , 22 , 43 ; fruit , 42 ; foul air , 42 ; hartshorn , 42 ; heat , 12 , 25 , 61 ; indiges - tion , 42 ; light , 129 ; odours , 13 ; over - exertion , 42 ; ozone , 71 , 79 â   90 ; perfumes , 42 ; smoke , 42 ; sunshine , 22 , 43 ; first heats of summer , 32 Hay - making , 235 Head symptoms in tay - fer , 221 Heat , a supposed cause of haj - fever , 12 , 25 , 61 Helmholtz , on the supposed action of vibriones , 44 High altitudes , quantity of pollen at , ISO High altitudes , experiments at , 172â   187 Himalaya Mountains , hay - fever on the , 46 Holcus odoratus , 34 Hooker on the grasses of the Himalayas , 139 Incoherent pollen , 161 India , hay - fever in , 136 , influence of climate of , 138 Indigestion , effects of , in hay - fever , 42 Intine , 114 Inoculation with pollen , 105 , 254 Intercepting sieve , 256 Iodide of arsenic in hay - fever , 252 , 260 â    Iodide of potassium cum iodide of mercury in hay - fever , 252 , 265 Ipecacuanha in hay - asthma , 271 Isle of Thanet , 14 King , T .	1880	jw2711320
Oxyuris|Ozsena|Ozone|of something	odour|smell	offensive	os , eye , aiul crKonew , I regard attentively ; an in - strument which , by throwing light on the retina , reveals the internal condi - tion of the eye ) , 359 , 640 Opisthotonus { omade , backwards , and Ttivw , I stretch ; bending backivards by tetanic spasms of the muscles ) , 308 Opium , 764 Orbicularis palpebrarum muscle ( a broad , th in , oval muscle , which surrounds the orbit , and is used in closing the eye - lids ) , 254 Orchiocele ( opxect > scrotum , and K - qX - n , rupture ; scrotal hernia ) Orchitis ( opxÂ » y > testicle ; inflammation of the testicle ) , 561 Ossification { os , ossis , a bone , and facer e , to make ) , 637 Osteoid Cancer , 237 Otitis Media , acute , 376 ; media puru - lent , 378 ; chronic , 381 Otorrhcea , 378 ; Carbolic Acid in , 381 Ovarian Neuralgia , 337 Over - dose of medicine , 800 Over - exertion , 665 Overloading the stomach , 473 Oxalic Acid , 550 , 817 Oxyuris vermicularis , 491 Ozsena { oÂ £ t \ , an offensive odour ; a fceticl ulcer in the nose ) , 388 Ozone ( oÂ £ o , I smell of something ; a modi - fication of oxygen ) , 149 Pack , wet , 100 ; in Rheumatism , 221 ; in Typhus fever , 156 Pain , its indications , 72 Painter ' s Colic , 509 ; Paralysis , 307 Palpitation , 397 ; disease of the heart and , 397 ; causes , 398 ; treatment , 398 ; accessories , 400 Palsy , sec Paralysis Papillae ( papilla , pi .	1875	jw2711339
Ozone	odour	peculiar	Ozone is a variety of oxygen of con - siderably greater density than the ordinary gas , and possessing a peculiar odour .	1884	jw2711638
ozone	effluvia	animal	It is not improbable that ozone , minute in quantity as it is , exerts an important purify - ing effect upon the atmosphere , by destroying and oxidising animal effluvia , which would otherwise increase in quantity until they pro - duced disease .	1884	jw2711638
of ozone	odour		Close the bottle for some hours , when the air it contains will manifest the odour and effects of ozone .	1886	jw2717429
68 Dentozone	perfumes		""": Acid phosphate of calcium , | 119 / 430 Acid sulphate of potash , 119 / 43 Ampoules , empty , 120 / 31 Antiphones , 122 / 41 Arrhenal , 122 / 54 """" Bardella """" crepe bandages , 117 / 15 Bone mounts and shields , 120 / 41 Bronzed douche - cans , 121 / 8 Camel - hair throat brushes , 113 / 31 , 113 / 35 , 116 / 22 Camphenol , 112 / 290 Capillaire , 105 / 57 Caustic potash , 111 / 320 Celluloid eye - shades ( British makers ) , 114 / 43 , 116 / 22 , 111 / 2 Chemical plant , 108 / 53 Chloride of lime ( for France ) , British makers , 114 / 3 Clement ' s tonic , 90 / 9 """" Clover Cream """" ( cream of tar - I tar substitute ) , 121 / 40 """" Comfortable """" bed - pan , 122 / 51 Copper - finished hot - water bottles , 113 / 34 Coty ' s perfumes , 123 / 68 Dentozone , 120 / 30 Enamelled - iron hospital re - [ quisites , 120 / 41 and 121 / 800 """" Evelina """" feeders , 95 / 14 Formaldehyde , 106 / 20 and 114 / 34 I Formol ( for France ) , 317 / 59 Formozone , 122 / 40 Fowler ' s veterinary specialities , 115 / 35 Hamburger Tee , 100 / 700 Hamilton , James & Co ."""	1914	jw2717861
Ozone|of the ozone	smells		Ozone is soluble in waterâ   100 volumes of water at ordinary temperatures and pressure dissolve about one volume of ozone and the water smells of the ozone and exhibits many of the properties of ozone .	1912	jw2716120
ozone	smell|smell		Schbnbein ( 1839 - 80 ) was the first to recognize that the smell was due to the formation of a substance to which he gave the name ozone â   from the Greek ofo ) ( ozo ) , I smell .	1912	jw2716120
of|of ozone|ozone|of|of	odour|odour|odour		This odour is characteristic ; it is more like the odour of ozone than that of phosphorus .	1905	jw2716491
of ozone	odour		An odour of ozone is often perceived after luminous phenomena have been obtained , a fact which ought to be borne in mind .	1905	jw2716491
of ozone	It|odour		It may be compared with the odour of ozone , perceived in the vicinity of powerful static machines , which give off electricity at very high potentiality .	1905	jw2716491
of phosphorus or ozone	odour|odour		He has also said , that he perceived from time to time an odour of phosphorus or ozone in the cabinet ; the medium has been the only one of the experimenters to notice this odour , so far .	1905	jw2716491
Carbolic Acid|Clilorozone|spray|the hydronette syringe with rose	scent		Carbolic Acid , Clilorozone , or Condyâ   s Liquid improve the air when diffused by means of a large brush , a scent spray or the hydronette syringe with rose .	1882	jw2713235
ozone	smell		Attention has already been directed to an allotropic condition of oxygen which is known as ozone ( from the Greek oÂ £ av , to smell ) .	1895	jw2713554
Ozone	odor		Ozone is a colorless gas , possessing a characteristic odor resembling dilute chlorine .	1895	jw2713554
from the pas - sage of the electric current through|ozone|ozone	smell	peculiar	Schbnbein suggests that the peculiar smell experienced from the pas - sage of the electric current through the olfactory nerve is caused by ozone that is generated .	1903	jw2713947
ozone	odorous|odorous|smell	odorous|odorous	"""â   When sparks of electricity pass be - tween two metallic plates , a peculiar odorous principle is developed , which has been termed ozone ( from oC """" , to smell ) ."""	1903	jw2713947
Carbolic Acid|Chlorozone|Condyâ|the hydronette syringe with rose	scent		Carbolic Acid , Chlorozone , or Condyâ   s Liquid improve the air when diffused by means of a large brush , a scent spray , or the hydronette syringe with rose .	1875	jw2712074
OZONE	smell		OZONE ( Sfto , to smell ) .	1849	jw2712600
Halogen|Sulphur|Ozone|Hydrogen Peroxide|Calcium Peroxide|Magnesium Peroxide|Sodium Peroxide|Strontium Peroxide|Zinc Peroxide|Potassium Permanganate|So - dium Permanganate|Calcium Permanganate|Magnesium Permanganate|Zinc Per - manganate|Sodium Perborate|Perogen|Calcium Perborate|Zinc Perborate|Magne - sium Perborate|Sodium Persulphate|Potassium Persulphate|Ammonium Persulphate|Hypochlorites|Carrel|Chloramine|Dichloramine|Halozone|Antiformin|Hyclorite|Hypochlorous|Chlorinated Lime|Boric|Potassium Chlorate|Sodium Chlorate|Iodine|Iodic Acid|Calcium lodate	Oxidizing|Oxidizing		Radium , Electricity , Heat , Cold 510 XIV CONTENTS Chapter XXII ANTISEPTICS AND DISINFECTANTSâ   CHEMICAL AGENTS Page Classification â   Oxidizing Agents , Halogens and Halogen Compounds , Alkalies , Sulphur and its Compounds , Boron Compounds , Metals and Metallic Salts , Acids , Miscel - laneous Compounds 515 Oxidizing Agents â   Ozone , Hydrogen Peroxide , Calcium Peroxide , Magnesium Peroxide , Sodium Peroxide , Strontium Peroxide , Zinc Peroxide , Potassium Permanganate , So - dium Permanganate , Calcium Permanganate , Magnesium Permanganate , Zinc Per - manganate , Sodium Perborate , Perogen , Calcium Perborate , Zinc Perborate , Magne - sium Perborate , Sodium Persulphate , Potassium Persulphate , Ammonium Persulphate 515 Halogens and Halogen Compounds â   Chlorine , Hypochlorites , Chlorinated Lime , Carrel - Dakin Solution , Chloramine , Dichloramine , Halozone , Antiformin , Hyclorite , Hypochlorous Acid Solution , Chlorinated Lime and Boric Acid , Potassium Chlorate , Sodium Chlorate , Iodine , Iodic Acid , Calcium lodate .	1930	jw2712705
Ozone	odor	peculiar|characteristic pungent	â   Ozone is a colorless gas , having a peculiar , characteristic pungent odor suggestive of chlorine .	1930	jw2712705
of ozone	sniff	mesmeric|mesmeric	Some of my mesmeric sensitives , upon a single sniff of ozone , have fallen into a profound rigid sleep for several hours .	1867	jw273009
of Ozone	whiff	single	Very sensi - tive persons , who are easily mesmerised , cannot inhale a single whiff of Ozone without falling into a profound sleep , most frequently so deep as to be attended v ith rigid spasm .	1867	jw273009
Ozone|miasmata	noxious		Ozone is a gas possessed of remarkable powers of oxidation , and , on that account , is supposed to be capable of strong disinfecting and antiseptic functions , whereby it relieves the atmosphere of noxious miasmata and other impurities ; it is incapable of supporting animal life , and , when breathed , irritates the lining membrane of the air - passages .	1862	jw273045
Ozone	smell	pleasant	Ozone is a curious form of oxygen with an unÂ ¬ pleasant smell , but with excellent qualities for breathing ; it is found chiefly by the sea and around mountain tops , but it is in very minute traces anyÂ ¬ where .	1915	jw273297
SULPH - OZONE	smell		SULPH - OZONE { & Cw , to smell ) .	1887	jw273485
Antozone	odour	offensive	Antozone ( aim , anti , against ; oÂ £ u > , ozo , L emit an offensive odour ) .	1875	jw273691
Ozone	odour	peculiar|character - istic	Ozone is a colourless gas with a peculiar and character - istic odour , which it imparts to water , being soluble in that liquid .	1892	jw276349
Ozone	odour	peculiar	Ozone is a condensed fonn of oxygen , has a peculiar odour , is produced in the passage of electricity through the air , also during the oxidation of moist phosphorus , is even more active as an oxidising agent than oxygen , is decomposed by a tem - perature of 237 0 C .	1892	jw276349
lIAT a substance called ozone	smell|odour	peculiar|same	) T ' lIAT a substance called ozone , characterized by a peculiar smell and by remarkable oxidising properties , may be generated by artificial means , is a fact upon which I presume all chemists are agreed ; and as one of the readiest means of obtaining it is by the passage of electrical sparks through air containing oxygen , it can hardly be doubted , that whenever during a thunder - storm the same odour is perceived , it is owing to the generation of this principle by atmospheric electricity .	1867	jw276631
SAVARS Gutta Percha|SAVARS Improved Higginson|SAVARS|Salts|SAVARS Juniper Tar Soap SAVARS Knife Polish SAVARS Lavender Water SAVARS|SAVARS|SAVARS|SAVARS|SAVARS METAL Polishing Paste SAVARS Nail Trimmers SAVARS Nipple Shields SAVARS Oatmeal Soap|Odorators|SAVARS|SAVARS Ozone Water SAVARS Parcel Post|SAVARS|Sachets SAVARS|SAVARS Poison|SAVARS|Castor|Crystal|lized|Floral|Fossiline|Marrow|SAVARS|Poudre de Riz SAVARS|Salts SAVARS Salicylic Corn Plasters|Savars|SAVARS|SAVARS Shaving Cream SAVARS Shaving Sticks SAVARS Soda Water Taps SAVARS Starch Glaze SAVARS Sulphur Water SAVARS	Smelling|Perfume|Smelling	Inexhaustible	"""SAVARS Gutta Percha Tissue SAVARS House Thermometer SAVARS Improved Higginson Enema SAVARS Inexhaustible Smelling Salts SAVARS Jewellery Requisites SAVARS Juniper Tar Soap SAVARS Knife Polish SAVARS Lavender Water SAVARS Lint SAVARS Lip Salve SAVARS Marking Ink ( Guaranteed ) SAVARS """" May Blossom """" Requisites SAVARS Medicine Droppers SAVARS METAL Polishing Paste SAVARS Nail Trimmers SAVARS Nipple Shields SAVARS Oatmeal Soap SAVARS Odorators ( Folding ) SAVARS Obstetric Binders SAVARS Ozone Water SAVARS Parcel Post Envelopes SAVARS Perfume Sachets SAVARS Perfumery SAVARS Poison Stoppers SAVARS Pomadesâ   Cantharadine , Castor Oil , Crystal - lized , Floral , Fossiline , Marrow , May Blossom SAVARS Popular Inhaler SAVARS Poudre de Riz SAVARS Restorative Smelling Salts SAVARS Salicylic Corn Plasters ( Savars ) SAVARS Sealing Wax SAVARS Shaving Cream SAVARS Shaving Sticks SAVARS Soda Water Taps SAVARS Starch Glaze SAVARS Sulphur Water SAVARS Toilet Companion â   comprising a variety of Savars Specialities arranged in a neat partitioned box , handsomely labelled , pecu - liarly adapted for a Birthday Gift ."""	1891	jw279068
benzoic acid|coumarin|to newly - made|ozone|dust|pollen	odour|odours	of various kinds	In the first division will be found benzoic acid , coumarin ( the substance which gives the odour to newly - made hay ) , other odours of various kinds , ozone , dust , and pollen .	1880	jw279394
fruit|air|exertion|exertion|ozone|smoke|Holcus|Iodide	foul|foul|odours|perfumes	foul|foul	Hay - fever , supposed causes of : Animal emanations , 37 â   63 , 128 ; Ascaris megalocephala , 37 , 43 ; benzoic acid , 34 , 71 ; brimstone matches , 42 ; cam - phor , 42 ; cinders , 43 ; chills , 43 ; coumarin , 71 ; dampness , 42 ; dust , 13 , 19 , 22 , 43 ; fruit , 42 ; foul air , 42 ; hartshorn , 42 ; heat , 12 , 25 , 61 ; indiges - tion , 42 ; light , 129 : odours , 13 ; over - exertion , 42 ; ozone , 71 , 79â   90 ; perfumes , 42 ; smoke , 42 ; sunshine , 22 , 43 ; first heats of summer , 32 Hay - making , 235 Head symptoms in hay - fa - , 221 Heat , a supposed cause of hay - fever , 12 , 25 , 61 Helmholtz , on the supposed action of vibriones , 44 High altitudes , quantity of pollen at , 180 High altitudes , experiments at , 172â   187 Himalaya Mountains , hay - fever on the , 46 Holcus odoratus , 34 Hooker on the grasses of the Himalayas , 139 Incoherent pollen , 161 India , hay - fever in , 136 , influence of climate of , 138 Indigestion , effects of , in hay - fever , 42 Intine , 114 Inoculation with pollen , 105 , 254 Intercepting sieve , 256 Iodide of arsenic in hay - fever , 252 , 260 Iodide of potassium cum iodide of mercury in hay - fever , 252 , 265 Ipecacuanha in hay - asthma , 271 Isle of Thanet , 14 King , T .	1880	jw279394
"""SAVARS Gutta Percha|SAVARS|SAVARS|Salts|SAVARS Juniper Tar Soap SAVARS Knife Polish SAVARS Lavender Water SAVARS|SAVARS|SAVARS|SAVAKS Metal Polishing|Trimmers SAVARS Nipple Shields SAVARS Oatmeal Soap SAVARS Odorators|SAVARS|SAVARS Ozone """" Water|SAVARS|Sachets SAVARS|SAVARS Poison|SAVARS|Cantharadine|Castor|Crystal - lized|Floral|Fossiline|Marrow|May Blossom SAVARS|SAVARS Poudre de Riz SAVARS|Salts SAVARS Salioylio Corn Plasters ( Savars|SAVARS|SAVARS Shaving Cream SAVARS Shaving Sticks SAVARS Soda Water Taps SAVARS Starch Glaze SAVARS Sulphur Water SAVARS"""	Smelling|Perfume|Smelling	Inexhaustible	"""SAVARS Gutta Percha Tissue SAVARS House Thermometer SAVARS Improved Higginson Enema SAVARS Inexhaustible Smelling Salts SAVARS Jewellery Requisites SAVARS Juniper Tar Soap SAVARS Knife Polish SAVARS Lavender Water SAVARS Lint SAVARS Lip Salve SAVARS Marking Ink ( Guaranteed ) SAVARS """" May Blossom """" Requisites SAVAR8 Medicine Droppers SAVAKS Metal Polishing Paste SAVAR8 Nail Trimmers SAVARS Nipple Shields SAVARS Oatmeal Soap SAVARS Odorators ( Folding ) SAVARS Obstetrio Binders SAVARS Ozone """" Water SAVARS Parcel Post Envelopes SAVARS Perfume Sachets SAVARS Perfumery SAVARS Poison Stoppers SAVARS Pomadesâ   Cantharadine , Castor Oil , Crystal - lized , Floral , Fossiline , Marrow , May Blossom SAVARS Popular Inhaler SAVARS Poudre de Riz SAVARS Restorative Smelling Salts SAVARS Salioylio Corn Plasters ( Savars ) SAVARS Sealing Wax SAVARS Shaving Cream SAVARS Shaving Sticks SAVARS Soda Water Taps SAVARS Starch Glaze SAVARS Sulphur Water SAVARS Toilet Companion â   comprising a variety of Savars Specialities arranged in a neat partitioned box , handsomely labelled , pecu - liarly adapted for a Birthday Gift ."""	1892	jw279745
SAVARS Gutta Percha|SAVARS Improved Higginson|SAVARS|Salts|SAVARS Juniper Tar Soap SAVARS Knife Polish SAVARS Lavender Water SAVARS|SAVARS|SAVARS|SAVARS|SAVARS|SAVARS Metal Polishing Paste SAVARS Nail Trimmers SAVARS Nipple Shields SAVARS Oatmeal Soap|Odorators|SAVARS|SAVARS Ozone Water SAVARS Parcel Post|SAVARS|SAVARS|SAVARS Poison|SAVARS|Castor|Crystal - lized|Floral|Fossiline|Marrow|May|SAVARS|SAVARS|de Riz SAVARS|Salts SAVARS Salioylic Corn Plasters|Savars|SAVARS|SAVARS Soda|SAVARS Shaving Cream SAVARS Starch|SAVARS Sulphur Water SAVARS	Smelling|Perfume|Smelling	Inexhaustible	"""SAVARS Gutta Percha Tissue SAVARS House Thermometer SAVARS Improved Higginson Enema SAVARS Inexhaustible Smelling Salts SAVARS Jewellery Requisites SAVARS Juniper Tar Soap SAVARS Knife Polish SAVARS Lavender Water SAVARS Lint SAVARS Lip Salve SAVARS Marking Ink ( Guaranteed ) SAVARS """" May Blossom """" Requisites SAVARS Medicine Droppers SAVARS Metal Polishing Paste SAVARS Nail Trimmers SAVARS Nipple Shields SAVARS Oatmeal Soap SAVARS Odorators ( Folding ) SAVARS Obstetric Binders SAVARS Ozone Water SAVARS Parcel Post Envelopes SAVARS Perfume Sachets SAVARS Perfumery SAVARS Poison Stoppers SAVARS Pomadesâ   Can tharadine , Castor Oil , Crystal - lized , Floral , Fossiline , Marrow , May Blossom SAVARS Popular Inhaler SAVARS Poudre de Riz SAVARS Restorative Smelling Salts SAVARS Salioylic Corn Plasters ( Savars ) SAVARS Sealing Wax SAVARS Soda Water Taps SAVARS Shaving Cream SAVARS Starch Glaze SAVARS Sulphur Water SAVARS Toilet Companionâ   comprising a variety of Savars Specialities arranged in a neat partitioned box , handsomely labelled , pecu - liarly adapted for a Birthday Gift ."""	1889	jw272528
of pollen|dust|ozone	odours		By well - devised tests he succeeded in proving â   ist , that in his own person the inhalation of pollen always produced the characteristic symptoms of hay fever ; 2ndly , that in his own case , and in that of two other persons , there was a direct relation between the intensity of the symptoms and the amount of pollen floating in the air ; and 3rdly , as already shown , that none of the other agents referred to , such as heat , light , dust , odours , or ozone , can of themselves cause the complaint .	1887	jw275266
manganese|of ozone|chlorine	smell		It is quite certain that the gas from the mixture of potassium chlorate and manganese dioxide has usually the smell of ozone or chlorine .	1922	jw275703
of ozone	odour|odour	peculiar|perceptible	Now , however , there seems no reason to doubt that the peculiar odour which is sometimes perceptible during thunderstorms , and which has been likened to sulphur , is identical with the odour of ozone .	1922	jw275703
Rammelsberg|aqueous solutions of periodic acid or periodates|of ozone	smell		Rammelsberg , ? ! aqueous solutions of periodic acid or periodates smell of ozone ; but A .	1922	jw275703
ozoneâ	smellâ		of ozoneâ   identified by the smellâ   occluded in the blue fluorspar of WÃ © lsendorf and Joachimsthal , but A .	1922	jw275703
to ozone	smell		Loew considered this inference to be wrong because the smell | attributed to ozone is retained after fluorspar has been heated to 300Â ° .	1922	jw275703
Ozone	smell	strong characteristic	The Physical Properties of Ozone Ozonized air has a strong characteristic smell , which reminds some people of sulphur dioxide , others of garlic , and others of chlorine .	1922	jw275703
ozone	smell		Indeed , ozone can be detected by smell before starch and potassium iodide paper turns blue .	1922	jw275703
Ozone	smell		Ñ  Ozone is destroyed by carbon , the smell disappears , but no oxidation has been detected .	1922	jw275703
The acidified liquid|of|of ozone	smell		The acidified liquid does not smell of ozone .	1922	jw275703
Ozone|its	smell		Ozone can be recognized by its smell long before the silver : is coloured .	1922	jw275703
ozone	odor	peculiar	â   At ordinary temperatures ozone is a gas of a peculiar odor , having a bluish color in thick layers .	1904	jw27951
Radinm Brom|of ozone	odour		Radinm Brom has an odour of ozone , but its solution has not .	1908	jw2715681
Ozone Friendly Neutradol	odour		Ozone Friendly Neutradol is a formula - tion of over 50 different ingredients which together destroy had odour molecules completely .	1989	jw2715741
its|ozone	odour|odour|odour|odour	peculiar|same	At the close of the eighteenth centiny Van Marum observed a peculiar odour whilst working his great electrical machine at Haarlem ; and in 1840 the Swiss chemist , Schonbein , showed that when electric sparks are passed through oxygen , or buildings are struck by hghtning , the same odour is observed ; and it has been found that the odour is due to a modification of oxj ' gen , to which , on account of its odour , the name of ozone has been given .	1913	jw2715927
OZONE|its|its	smell|smell	peculiar chlorous	OZONE ( Greek SÂ £ w , I smell ) is a variety of oxygen characterised by its greater weight , its peculiar chlorous smell , its intensely active oxi - dising powers , and , finally , by the ease with which it passes into common oxygen .	1892	jw274905
of ozone	odour	apparent	When barium dioxide is moistened with sulphuric acid , the odour of ozone is at once apparent , and the evolution proceeds for a con - siderable time .	1892	jw274905
"""SAVABS Gutta Percha|SAVABS|SAVABS Improved Higginson|SAVABS|Salts SAVABS Jewellery|SAVABS Juniper Tar Soap SAVABS Knife Polish SAVABS Lavender Water SAVABS Lint SAVABS Lip Salve SAVABS|SAVABS """" May Blossom|SAVABS|SAVABS METAL Polishing Paste SAVABS Nail Trimmers SAVABS Nipple Shields SAVABS Oatmeal Soap SAVABS Odorators|SAVABS Obstetric Binders SAVABS Ozone Water SAVABS Parcel Post Envelopes SAVABS|SAVABS|SAVABS Poison|Poison Stoppers SAVABS|Cantharadine|Castor Oil|Crystal - lized|Floral|Fossiline|Marrow|May Blossom SAVABS Popular Inhaler SAVABS Poudre de Biz SAVABS|Salts SAVABS Salicylic Com Plasters|Savars|SAVABS|SAVABS Shaving Cream SAVABS Shaving Sticks SAVABS Soda Water Taps SAVABS Starch Glaze SAVABS Sulphiir Water SAVABS Toilet"""	Smelling|Perfume|Poison|Poison|Smelling	Inexhaustible|Bestorative	"""SAVABS Gutta Percha Tissue SAVABS House Thermometer SAVABS Improved Higginson Enema SAVABS Inexhaustible Smelling Salts SAVABS Jewellery Beqviisites SAVABS Juniper Tar Soap SAVABS Knife Polish SAVABS Lavender Water SAVABS Lint SAVABS Lip Salve SAVABS Marking Ink ( Guaranteed ) SAVABS """" May Blossom """" Bequisites SAVABS Medicine Droppers SAVABS METAL Polishing Paste SAVABS Nail Trimmers SAVABS Nipple Shields SAVABS Oatmeal Soap SAVABS Odorators ( Folding ) SAVABS Obstetric Binders SAVABS Ozone Water SAVABS Parcel Post Envelopes SAVABS Perfume Sachets SAVABS Perfumery SAVABS Poison Stoppers SAVABS Pomadesâ   Cantharadine , Castor Oil , Crystal - lized , Floral , Fossiline , Marrow , May Blossom SAVABS Popular Inhaler SAVABS Poudre de Biz SAVABS Bestorative Smelling Salts SAVABS Salicylic Com Plasters ( Savars ) SAVABS Sealing Wax SAVABS Shaving Cream SAVABS Shaving Sticks SAVABS Soda Water Taps SAVABS Starch Glaze SAVABS Sulphiir Water SAVABS Toilet Companionâ   comprising a variety of Savars Specialities arranged in a neat partitioned box , handsomely labelled , pecu - liarly adapted for a Birthday Gift ."""	1890	jw288136
of ozone|of the oxides of nitrogen	odour	indistinguishable	At high dilutions , such as are shown below to occur under atmospheric conditions , the odour of ozone and that of the oxides of nitrogen are indistinguishable .	1921	jw288388
nitrogen|of|of ozone	odour|odour	fresh	The fresh odour in open air , commonly referred to as â   ozone , â   is probably nitrogen peroxide , which at high dilutions has the odour of ozone .	1921	jw288388
ozone|it	odour|odour	peculiar|electrical	The properties of ozone are , that it possesses a peculiar odour , long known as the electrical odour observed when fric - CONSTITUENTS OF THE ATMOSPHERE .	1877	jw288482
ozone	smell|smell		But Schonbein , in 1840 , was the first to recog - nise that this smell was due to the formation of a new gas , to which he gave the name ozone { ti ( o , to smell ) .	1913	jw288635
aqueous solutions of the acid|of its sodium salt|of ozone	smell		Crystallised periodic acid when heated at 130Â ° - 135Â ° breaks up into water , iodic anhydride , and strongly ozonised oxygen ( Rammelsberg ) , and aqueous solutions of the acid and of its sodium salt gradually acquire the smell of ozone .	1913	jw288635
The solution|of|of ozone	odour		The solution acts as a powerful oxidiser , and has the characteristic odour of ozone .	1913	jw288635
Dust|of certain plants and flowers|ozone|the pollen of certain plants	odour		Dust , also , and the odour of certain plants and flowers , and ozone , have been viewed as exciting causes ; but the general experience of medical observers and their patients tends to establish the opinion that the pollen of certain plants and that alone is capable of producing hay asthma .	1909	jw288923
OZONE	smell		OZONE ( Greek , ozo , â   I smell â   ) .	1909	jw288923
Ozone	smell		Ozone possesses both taste and smell , differing in this from oxygen , which possesses neither .	1909	jw288923
OZONE	odour	peneti|ating	OZONE is a substance of peneti ' ating odour , which , according to M .	1883	jw2818037
Ozone	smell		Ozone ( from uÂ £ io , I smell ) is an allotropic forn .	1900	jw2814590
chlorine|of iodine and bromine|nitrous and sul - phurous acids|carbolic acid|tar|acetic acid|ammonia|ozone	fumes		The principal gases are chlorine , fumes of iodine and bromine , nitrous and sul - phurous acids , carbolic acid , tar fumes , acetic acid , ammonia and ozone .	1891	jw2814778
Production of Ozone	odour		Hillis dealt with â   Production of Ozone and its use in odour controlâ   .	1977	jw281008
Ozone	smell		The commercial production of Ozone , as a deodoriser at the source of the smell , is achieved by means of two generally accepted systems .	1977	jw281008
Ozone	smells		The oxidation of smells by Ozone has been used effec - tively in certain industrial processes but has not , as yet , gained universal application .	1977	jw281008
Ozone	olfactory|olfactory	ing olfactory|olfactory	CLEAN AIR SUMMER 1977 21 The Ministry had researched into the effective use of Ozone as a deodoriser and had used a static dilution method to determine the response of a panel of people with vary - ing olfactory sensitivities .	1977	jw281008
